pop_name,year,gender,age,mx
AK,1960-1964,Female,0,0.016035
AK,1960-1964,Female,5,7.6e-4
AK,1960-1964,Female,10,5.6e-4
AK,1960-1964,Female,15,6.2e-4
AK,1960-1964,Female,20,0.00123
AK,1960-1964,Female,25,0.0012
AK,1960-1964,Female,30,0.00184
AK,1960-1964,Female,35,0.00224
AK,1960-1964,Female,40,0.00367
AK,1960-1964,Female,45,0.00436
AK,1960-1964,Female,50,0.00627
AK,1960-1964,Female,55,0.00956
AK,1960-1964,Female,60,0.01469
AK,1960-1964,Female,65,0.02259
AK,1960-1964,Female,70,0.03679
AK,1960-1964,Female,75,0.05898
AK,1960-1964,Female,80,0.11111
AK,1960-1964,Female,85,0.13113
AK,1960-1964,Female,90,0.1541
AK,1960-1964,Female,95,0.18023
AK,1960-1964,Male,0,0.02167
AK,1960-1964,Male,5,8.4e-4
AK,1960-1964,Male,10,9.5e-4
AK,1960-1964,Male,15,0.00145
AK,1960-1964,Male,20,0.00208
AK,1960-1964,Male,25,0.00258
AK,1960-1964,Male,30,0.00296
AK,1960-1964,Male,35,0.00422
AK,1960-1964,Male,40,0.00551
AK,1960-1964,Male,45,0.0076
AK,1960-1964,Male,50,0.01155
AK,1960-1964,Male,55,0.01737
AK,1960-1964,Male,60,0.0267
AK,1960-1964,Male,65,0.04243
AK,1960-1964,Male,70,0.05621
AK,1960-1964,Male,75,0.0925
AK,1960-1964,Male,80,0.14138
AK,1960-1964,Male,85,0.16942
AK,1960-1964,Male,90,0.20166
AK,1960-1964,Male,95,0.23821
AK,1965-1969,Female,0,0.013059999999999999
AK,1965-1969,Female,5,6.5e-4
AK,1965-1969,Female,10,3.3e-4
AK,1965-1969,Female,15,7.6e-4
AK,1965-1969,Female,20,0.00107
AK,1965-1969,Female,25,0.0011
AK,1965-1969,Female,30,0.00157
AK,1965-1969,Female,35,0.00208
AK,1965-1969,Female,40,0.00303
AK,1965-1969,Female,45,0.00503
AK,1965-1969,Female,50,0.00623
AK,1965-1969,Female,55,0.00863
AK,1965-1969,Female,60,0.0122
AK,1965-1969,Female,65,0.01999
AK,1965-1969,Female,70,0.03273
AK,1965-1969,Female,75,0.05399
AK,1965-1969,Female,80,0.09262
AK,1965-1969,Female,85,0.11318
AK,1965-1969,Female,90,0.13755
AK,1965-1969,Female,95,0.16615
AK,1965-1969,Male,0,0.016655
AK,1965-1969,Male,5,6.9e-4
AK,1965-1969,Male,10,7.4e-4
AK,1965-1969,Male,15,0.00146
AK,1965-1969,Male,20,0.0029
AK,1965-1969,Male,25,0.00277
AK,1965-1969,Male,30,0.00288
AK,1965-1969,Male,35,0.00363
AK,1965-1969,Male,40,0.0053
AK,1965-1969,Male,45,0.00779
AK,1965-1969,Male,50,0.01253
AK,1965-1969,Male,55,0.01624
AK,1965-1969,Male,60,0.02487
AK,1965-1969,Male,65,0.03575
AK,1965-1969,Male,70,0.05466
AK,1965-1969,Male,75,0.07826
AK,1965-1969,Male,80,0.13648
AK,1965-1969,Male,85,0.16962
AK,1965-1969,Male,90,0.20876
AK,1965-1969,Male,95,0.25405
AK,1970-1974,Female,0,0.008985
AK,1970-1974,Female,5,4.9e-4
AK,1970-1974,Female,10,4.8e-4
AK,1970-1974,Female,15,0.00108
AK,1970-1974,Female,20,0.0011
AK,1970-1974,Female,25,9.7e-4
AK,1970-1974,Female,30,0.0013
AK,1970-1974,Female,35,0.00207
AK,1970-1974,Female,40,0.00313
AK,1970-1974,Female,45,0.00431
AK,1970-1974,Female,50,0.00627
AK,1970-1974,Female,55,0.00934
AK,1970-1974,Female,60,0.01335
AK,1970-1974,Female,65,0.01936
AK,1970-1974,Female,70,0.03006
AK,1970-1974,Female,75,0.05418
AK,1970-1974,Female,80,0.08043
AK,1970-1974,Female,85,0.11128
AK,1970-1974,Female,90,0.1518
AK,1970-1974,Female,95,0.20343
AK,1970-1974,Male,0,0.011944999999999999
AK,1970-1974,Male,5,6.3e-4
AK,1970-1974,Male,10,7.4e-4
AK,1970-1974,Male,15,0.00267
AK,1970-1974,Male,20,0.00295
AK,1970-1974,Male,25,0.00317
AK,1970-1974,Male,30,0.00252
AK,1970-1974,Male,35,0.00369
AK,1970-1974,Male,40,0.00545
AK,1970-1974,Male,45,0.00764
AK,1970-1974,Male,50,0.01043
AK,1970-1974,Male,55,0.01536
AK,1970-1974,Male,60,0.02707
AK,1970-1974,Male,65,0.03878
AK,1970-1974,Male,70,0.05394
AK,1970-1974,Male,75,0.07969
AK,1970-1974,Male,80,0.12018
AK,1970-1974,Male,85,0.16783
AK,1970-1974,Male,90,0.22906
AK,1970-1974,Male,95,0.30404
AK,1975-1979,Female,0,0.007145
AK,1975-1979,Female,5,2.9e-4
AK,1975-1979,Female,10,4.2e-4
AK,1975-1979,Female,15,9.6e-4
AK,1975-1979,Female,20,0.00129
AK,1975-1979,Female,25,8.1e-4
AK,1975-1979,Female,30,0.00118
AK,1975-1979,Female,35,0.00114
AK,1975-1979,Female,40,0.00274
AK,1975-1979,Female,45,0.00378
AK,1975-1979,Female,50,0.00583
AK,1975-1979,Female,55,0.00805
AK,1975-1979,Female,60,0.01141
AK,1975-1979,Female,65,0.01843
AK,1975-1979,Female,70,0.02498
AK,1975-1979,Female,75,0.04622
AK,1975-1979,Female,80,0.06775
AK,1975-1979,Female,85,0.10076
AK,1975-1979,Female,90,0.14699
AK,1975-1979,Female,95,0.209
AK,1975-1979,Male,0,0.009385
AK,1975-1979,Male,5,5.3e-4
AK,1975-1979,Male,10,6.1e-4
AK,1975-1979,Male,15,0.00263
AK,1975-1979,Male,20,0.00352
AK,1975-1979,Male,25,0.00315
AK,1975-1979,Male,30,0.00272
AK,1975-1979,Male,35,0.00318
AK,1975-1979,Male,40,0.0046
AK,1975-1979,Male,45,0.00656
AK,1975-1979,Male,50,0.00995
AK,1975-1979,Male,55,0.0137
AK,1975-1979,Male,60,0.0196
AK,1975-1979,Male,65,0.03058
AK,1975-1979,Male,70,0.05149
AK,1975-1979,Male,75,0.07043
AK,1975-1979,Male,80,0.10745
AK,1975-1979,Male,85,0.14193
AK,1975-1979,Male,90,0.18501
AK,1975-1979,Male,95,0.23734
AK,1980-1984,Female,0,0.005575
AK,1980-1984,Female,5,2.9e-4
AK,1980-1984,Female,10,3.2e-4
AK,1980-1984,Female,15,8.2e-4
AK,1980-1984,Female,20,0.00109
AK,1980-1984,Female,25,9.7e-4
AK,1980-1984,Female,30,8.7e-4
AK,1980-1984,Female,35,0.00114
AK,1980-1984,Female,40,0.00191
AK,1980-1984,Female,45,0.00297
AK,1980-1984,Female,50,0.00491
AK,1980-1984,Female,55,0.00752
AK,1980-1984,Female,60,0.01083
AK,1980-1984,Female,65,0.01881
AK,1980-1984,Female,70,0.02889
AK,1980-1984,Female,75,0.03875
AK,1980-1984,Female,80,0.067
AK,1980-1984,Female,85,0.10052
AK,1980-1984,Female,90,0.1478
AK,1980-1984,Female,95,0.21156
AK,1980-1984,Male,0,0.007265
AK,1980-1984,Male,5,4.2e-4
AK,1980-1984,Male,10,5.1e-4
AK,1980-1984,Male,15,0.0021
AK,1980-1984,Male,20,0.00351
AK,1980-1984,Male,25,0.00273
AK,1980-1984,Male,30,0.00251
AK,1980-1984,Male,35,0.00269
AK,1980-1984,Male,40,0.00354
AK,1980-1984,Male,45,0.00518
AK,1980-1984,Male,50,0.00789
AK,1980-1984,Male,55,0.01268
AK,1980-1984,Male,60,0.01921
AK,1980-1984,Male,65,0.03156
AK,1980-1984,Male,70,0.04867
AK,1980-1984,Male,75,0.07741
AK,1980-1984,Male,80,0.10193
AK,1980-1984,Male,85,0.15281
AK,1980-1984,Male,90,0.22216
AK,1980-1984,Male,95,0.31069
AK,1985-1989,Female,0,0.00435
AK,1985-1989,Female,5,3.1e-4
AK,1985-1989,Female,10,2.4e-4
AK,1985-1989,Female,15,7.8e-4
AK,1985-1989,Female,20,8e-4
AK,1985-1989,Female,25,8.5e-4
AK,1985-1989,Female,30,8.2e-4
AK,1985-1989,Female,35,0.00114
AK,1985-1989,Female,40,0.00145
AK,1985-1989,Female,45,0.00255
AK,1985-1989,Female,50,0.00424
AK,1985-1989,Female,55,0.00637
AK,1985-1989,Female,60,0.00915
AK,1985-1989,Female,65,0.0183
AK,1985-1989,Female,70,0.03073
AK,1985-1989,Female,75,0.04387
AK,1985-1989,Female,80,0.06362
AK,1985-1989,Female,85,0.10784
AK,1985-1989,Female,90,0.17604
AK,1985-1989,Female,95,0.27272
AK,1985-1989,Male,0,0.00654
AK,1985-1989,Male,5,4.3e-4
AK,1985-1989,Male,10,5.7e-4
AK,1985-1989,Male,15,0.0019
AK,1985-1989,Male,20,0.0027
AK,1985-1989,Male,25,0.00271
AK,1985-1989,Male,30,0.00236
AK,1985-1989,Male,35,0.0026
AK,1985-1989,Male,40,0.0029
AK,1985-1989,Male,45,0.00408
AK,1985-1989,Male,50,0.00699
AK,1985-1989,Male,55,0.01106
AK,1985-1989,Male,60,0.01623
AK,1985-1989,Male,65,0.02896
AK,1985-1989,Male,70,0.051090000000000003
AK,1985-1989,Male,75,0.068
AK,1985-1989,Male,80,0.10069
AK,1985-1989,Male,85,0.14933
AK,1985-1989,Male,90,0.21527
AK,1985-1989,Male,95,0.2994
AK,1990-1994,Female,0,0.00407
AK,1990-1994,Female,5,2e-4
AK,1990-1994,Female,10,1.9e-4
AK,1990-1994,Female,15,5.9e-4
AK,1990-1994,Female,20,8e-4
AK,1990-1994,Female,25,8.4e-4
AK,1990-1994,Female,30,9.2e-4
AK,1990-1994,Female,35,0.00103
AK,1990-1994,Female,40,0.00121
AK,1990-1994,Female,45,0.00239
AK,1990-1994,Female,50,0.00344
AK,1990-1994,Female,55,0.00641
AK,1990-1994,Female,60,0.01059
AK,1990-1994,Female,65,0.01635
AK,1990-1994,Female,70,0.02676
AK,1990-1994,Female,75,0.04364
AK,1990-1994,Female,80,0.05891
AK,1990-1994,Female,85,0.09878
AK,1990-1994,Female,90,0.16027
AK,1990-1994,Female,95,0.24822
AK,1990-1994,Male,0,0.0055450000000000004
AK,1990-1994,Male,5,2.7e-4
AK,1990-1994,Male,10,5.2e-4
AK,1990-1994,Male,15,0.0017
AK,1990-1994,Male,20,0.00248
AK,1990-1994,Male,25,0.00242
AK,1990-1994,Male,30,0.00221
AK,1990-1994,Male,35,0.00234
AK,1990-1994,Male,40,0.00293
AK,1990-1994,Male,45,0.00348
AK,1990-1994,Male,50,0.00597
AK,1990-1994,Male,55,0.01012
AK,1990-1994,Male,60,0.01748
AK,1990-1994,Male,65,0.02911
AK,1990-1994,Male,70,0.0402
AK,1990-1994,Male,75,0.06187
AK,1990-1994,Male,80,0.10896
AK,1990-1994,Male,85,0.15511
AK,1990-1994,Male,90,0.21566
AK,1990-1994,Male,95,0.2912
AK,1995-1999,Female,0,0.00311
AK,1995-1999,Female,5,2.2e-4
AK,1995-1999,Female,10,2.2e-4
AK,1995-1999,Female,15,4.6e-4
AK,1995-1999,Female,20,6.5e-4
AK,1995-1999,Female,25,8.7e-4
AK,1995-1999,Female,30,8.4e-4
AK,1995-1999,Female,35,0.00119
AK,1995-1999,Female,40,0.00153
AK,1995-1999,Female,45,0.00213
AK,1995-1999,Female,50,0.00285
AK,1995-1999,Female,55,0.00542
AK,1995-1999,Female,60,0.01039
AK,1995-1999,Female,65,0.01527
AK,1995-1999,Female,70,0.02645
AK,1995-1999,Female,75,0.04015
AK,1995-1999,Female,80,0.06669
AK,1995-1999,Female,85,0.11262
AK,1995-1999,Female,90,0.18296
AK,1995-1999,Female,95,0.28181
AK,1995-1999,Male,0,0.00462
AK,1995-1999,Male,5,2.5e-4
AK,1995-1999,Male,10,3.6e-4
AK,1995-1999,Male,15,0.0016
AK,1995-1999,Male,20,0.002
AK,1995-1999,Male,25,0.0021
AK,1995-1999,Male,30,0.00197
AK,1995-1999,Male,35,0.00223
AK,1995-1999,Male,40,0.00279
AK,1995-1999,Male,45,0.00394
AK,1995-1999,Male,50,0.00559
AK,1995-1999,Male,55,0.00906
AK,1995-1999,Male,60,0.01428
AK,1995-1999,Male,65,0.02598
AK,1995-1999,Male,70,0.03939
AK,1995-1999,Male,75,0.05762
AK,1995-1999,Male,80,0.09707
AK,1995-1999,Male,85,0.14588
AK,1995-1999,Male,90,0.21281
AK,1995-1999,Male,95,0.29897
AK,2000-2004,Female,0,0.00345
AK,2000-2004,Female,5,9e-5
AK,2000-2004,Female,10,2.7e-4
AK,2000-2004,Female,15,6.9e-4
AK,2000-2004,Female,20,7.1e-4
AK,2000-2004,Female,25,7.7e-4
AK,2000-2004,Female,30,8.2e-4
AK,2000-2004,Female,35,0.00149
AK,2000-2004,Female,40,0.00198
AK,2000-2004,Female,45,0.00263
AK,2000-2004,Female,50,0.00313
AK,2000-2004,Female,55,0.00512
AK,2000-2004,Female,60,0.00955
AK,2000-2004,Female,65,0.01345
AK,2000-2004,Female,70,0.02269
AK,2000-2004,Female,75,0.0399
AK,2000-2004,Female,80,0.06446
AK,2000-2004,Female,85,0.10892
AK,2000-2004,Female,90,0.17729
AK,2000-2004,Female,95,0.27393
AK,2000-2004,Male,0,0.00411
AK,2000-2004,Male,5,2e-4
AK,2000-2004,Male,10,5.3e-4
AK,2000-2004,Male,15,0.00151
AK,2000-2004,Male,20,0.00189
AK,2000-2004,Male,25,0.0018600000000000001
AK,2000-2004,Male,30,0.00179
AK,2000-2004,Male,35,0.00245
AK,2000-2004,Male,40,0.00303
AK,2000-2004,Male,45,0.00421
AK,2000-2004,Male,50,0.00559
AK,2000-2004,Male,55,0.00827
AK,2000-2004,Male,60,0.01321
AK,2000-2004,Male,65,0.02037
AK,2000-2004,Male,70,0.03535
AK,2000-2004,Male,75,0.05507
AK,2000-2004,Male,80,0.09279
AK,2000-2004,Male,85,0.14614
AK,2000-2004,Male,90,0.22175
AK,2000-2004,Male,95,0.32075
AK,2005-2009,Female,0,0.0033
AK,2005-2009,Female,5,1.6e-4
AK,2005-2009,Female,10,1.9e-4
AK,2005-2009,Female,15,5.6e-4
AK,2005-2009,Female,20,5.3e-4
AK,2005-2009,Female,25,6.6e-4
AK,2005-2009,Female,30,0.00109
AK,2005-2009,Female,35,0.00142
AK,2005-2009,Female,40,0.00218
AK,2005-2009,Female,45,0.00265
AK,2005-2009,Female,50,0.00381
AK,2005-2009,Female,55,0.00491
AK,2005-2009,Female,60,0.00719
AK,2005-2009,Female,65,0.01408
AK,2005-2009,Female,70,0.02149
AK,2005-2009,Female,75,0.03612
AK,2005-2009,Female,80,0.06211
AK,2005-2009,Female,85,0.10735
AK,2005-2009,Female,90,0.17819
AK,2005-2009,Female,95,0.27949
AK,2005-2009,Male,0,0.00369
AK,2005-2009,Male,5,2.8e-4
AK,2005-2009,Male,10,3.6e-4
AK,2005-2009,Male,15,0.00119
AK,2005-2009,Male,20,0.00196
AK,2005-2009,Male,25,0.00182
AK,2005-2009,Male,30,0.00179
AK,2005-2009,Male,35,0.00236
AK,2005-2009,Male,40,0.00287
AK,2005-2009,Male,45,0.00394
AK,2005-2009,Male,50,0.00571
AK,2005-2009,Male,55,0.0076
AK,2005-2009,Male,60,0.01086
AK,2005-2009,Male,65,0.01811
AK,2005-2009,Male,70,0.03154
AK,2005-2009,Male,75,0.04783
AK,2005-2009,Male,80,0.08471
AK,2005-2009,Male,85,0.13809
AK,2005-2009,Male,90,0.21609
AK,2005-2009,Male,95,0.32047
AK,2010-2014,Female,0,0.00227
AK,2010-2014,Female,5,8e-5
AK,2010-2014,Female,10,1.5e-4
AK,2010-2014,Female,15,5.6e-4
AK,2010-2014,Female,20,7.4e-4
AK,2010-2014,Female,25,8.3e-4
AK,2010-2014,Female,30,0.001
AK,2010-2014,Female,35,0.00157
AK,2010-2014,Female,40,0.00173
AK,2010-2014,Female,45,0.00294
AK,2010-2014,Female,50,0.004
AK,2010-2014,Female,55,0.00514
AK,2010-2014,Female,60,0.00698
AK,2010-2014,Female,65,0.01161
AK,2010-2014,Female,70,0.01925
AK,2010-2014,Female,75,0.03173
AK,2010-2014,Female,80,0.05906
AK,2010-2014,Female,85,0.10625
AK,2010-2014,Female,90,0.18246
AK,2010-2014,Female,95,0.29331
AK,2010-2014,Male,0,0.003105
AK,2010-2014,Male,5,2e-4
AK,2010-2014,Male,10,2.7e-4
AK,2010-2014,Male,15,9e-4
AK,2010-2014,Male,20,0.00181
AK,2010-2014,Male,25,0.00181
AK,2010-2014,Male,30,0.00204
AK,2010-2014,Male,35,0.00204
AK,2010-2014,Male,40,0.00288
AK,2010-2014,Male,45,0.00423
AK,2010-2014,Male,50,0.00568
AK,2010-2014,Male,55,0.00848
AK,2010-2014,Male,60,0.01193
AK,2010-2014,Male,65,0.01736
AK,2010-2014,Male,70,0.02718
AK,2010-2014,Male,75,0.04405
AK,2010-2014,Male,80,0.07986
AK,2010-2014,Male,85,0.13511
AK,2010-2014,Male,90,0.2182
AK,2010-2014,Male,95,0.33121
AK,2015-2019,Female,0,0.002875
AK,2015-2019,Female,5,1.7e-4
AK,2015-2019,Female,10,2.4e-4
AK,2015-2019,Female,15,5.4e-4
AK,2015-2019,Female,20,8.9e-4
AK,2015-2019,Female,25,0.00123
AK,2015-2019,Female,30,0.00141
AK,2015-2019,Female,35,0.00151
AK,2015-2019,Female,40,0.00195
AK,2015-2019,Female,45,0.00295
AK,2015-2019,Female,50,0.00421
AK,2015-2019,Female,55,0.00573
AK,2015-2019,Female,60,0.00723
AK,2015-2019,Female,65,0.01106
AK,2015-2019,Female,70,0.01798
AK,2015-2019,Female,75,0.02951
AK,2015-2019,Female,80,0.05319
AK,2015-2019,Female,85,0.09712
AK,2015-2019,Female,90,0.16952
AK,2015-2019,Female,95,0.27718
AK,2015-2019,Male,0,0.00326
AK,2015-2019,Male,5,2e-4
AK,2015-2019,Male,10,3.6e-4
AK,2015-2019,Male,15,0.00134
AK,2015-2019,Male,20,0.0018
AK,2015-2019,Male,25,0.00216
AK,2015-2019,Male,30,0.00228
AK,2015-2019,Male,35,0.00263
AK,2015-2019,Male,40,0.00306
AK,2015-2019,Male,45,0.00399
AK,2015-2019,Male,50,0.00591
AK,2015-2019,Male,55,0.00846
AK,2015-2019,Male,60,0.01194
AK,2015-2019,Male,65,0.01657
AK,2015-2019,Male,70,0.02495
AK,2015-2019,Male,75,0.04
AK,2015-2019,Male,80,0.0752
AK,2015-2019,Male,85,0.12321
AK,2015-2019,Male,90,0.19447
AK,2015-2019,Male,95,0.29195
AL,1941-1944,Female,0,0.024915
AL,1941-1944,Female,5,9.1e-4
AL,1941-1944,Female,10,9.4e-4
AL,1941-1944,Female,15,0.00198
AL,1941-1944,Female,20,0.00281
AL,1941-1944,Female,25,0.00334
AL,1941-1944,Female,30,0.00404
AL,1941-1944,Female,35,0.00564
AL,1941-1944,Female,40,0.00666
AL,1941-1944,Female,45,0.00906
AL,1941-1944,Female,50,0.01326
AL,1941-1944,Female,55,0.01589
AL,1941-1944,Female,60,0.02178
AL,1941-1944,Female,65,0.03158
AL,1941-1944,Female,70,0.04675
AL,1941-1944,Female,75,0.07042
AL,1941-1944,Female,80,0.1205
AL,1941-1944,Female,85,0.15567
AL,1941-1944,Female,90,0.19038
AL,1941-1944,Female,95,0.23323
AL,1941-1944,Male,0,0.03116
AL,1941-1944,Male,5,0.00107
AL,1941-1944,Male,10,0.00121
AL,1941-1944,Male,15,0.00223
AL,1941-1944,Male,20,0.00337
AL,1941-1944,Male,25,0.00402
AL,1941-1944,Male,30,0.00464
AL,1941-1944,Male,35,0.00611
AL,1941-1944,Male,40,0.0081
AL,1941-1944,Male,45,0.01201
AL,1941-1944,Male,50,0.01738
AL,1941-1944,Male,55,0.02193
AL,1941-1944,Male,60,0.02882
AL,1941-1944,Male,65,0.04134
AL,1941-1944,Male,70,0.05951
AL,1941-1944,Male,75,0.08681
AL,1941-1944,Male,80,0.14229
AL,1941-1944,Male,85,0.18261
AL,1941-1944,Male,90,0.22487
AL,1941-1944,Male,95,0.27483
AL,1945-1949,Female,0,0.018975
AL,1945-1949,Female,5,7.6e-4
AL,1945-1949,Female,10,6.6e-4
AL,1945-1949,Female,15,0.00128
AL,1945-1949,Female,20,0.00206
AL,1945-1949,Female,25,0.00239
AL,1945-1949,Female,30,0.00307
AL,1945-1949,Female,35,0.00416
AL,1945-1949,Female,40,0.00551
AL,1945-1949,Female,45,0.00768
AL,1945-1949,Female,50,0.01151
AL,1945-1949,Female,55,0.0147
AL,1945-1949,Female,60,0.01883
AL,1945-1949,Female,65,0.02909
AL,1945-1949,Female,70,0.04167
AL,1945-1949,Female,75,0.06639
AL,1945-1949,Female,80,0.10928
AL,1945-1949,Female,85,0.15249
AL,1945-1949,Female,90,0.19842
AL,1945-1949,Female,95,0.25716
AL,1945-1949,Male,0,0.02441
AL,1945-1949,Male,5,8.6e-4
AL,1945-1949,Male,10,0.00103
AL,1945-1949,Male,15,0.00205
AL,1945-1949,Male,20,0.00289
AL,1945-1949,Male,25,0.00325
AL,1945-1949,Male,30,0.00369
AL,1945-1949,Male,35,0.00482
AL,1945-1949,Male,40,0.00696
AL,1945-1949,Male,45,0.01029
AL,1945-1949,Male,50,0.01671
AL,1945-1949,Male,55,0.02227
AL,1945-1949,Male,60,0.02682
AL,1945-1949,Male,65,0.04032
AL,1945-1949,Male,70,0.05457
AL,1945-1949,Male,75,0.08333
AL,1945-1949,Male,80,0.12503
AL,1945-1949,Male,85,0.17227
AL,1945-1949,Male,90,0.22185
AL,1945-1949,Male,95,0.28304
AL,1950-1954,Female,0,0.017150000000000002
AL,1950-1954,Female,5,5.9e-4
AL,1950-1954,Female,10,5.1e-4
AL,1950-1954,Female,15,9.9e-4
AL,1950-1954,Female,20,0.00134
AL,1950-1954,Female,25,0.00163
AL,1950-1954,Female,30,0.00232
AL,1950-1954,Female,35,0.00324
AL,1950-1954,Female,40,0.00443
AL,1950-1954,Female,45,0.00641
AL,1950-1954,Female,50,0.00995
AL,1950-1954,Female,55,0.01288
AL,1950-1954,Female,60,0.01977
AL,1950-1954,Female,65,0.02753
AL,1950-1954,Female,70,0.04046
AL,1950-1954,Female,75,0.06052
AL,1950-1954,Female,80,0.10244
AL,1950-1954,Female,85,0.14619
AL,1950-1954,Female,90,0.20127
AL,1950-1954,Female,95,0.2713
AL,1950-1954,Male,0,0.021724999999999998
AL,1950-1954,Male,5,7.7e-4
AL,1950-1954,Male,10,8.7e-4
AL,1950-1954,Male,15,0.00171
AL,1950-1954,Male,20,0.00254
AL,1950-1954,Male,25,0.00287
AL,1950-1954,Male,30,0.00311
AL,1950-1954,Male,35,0.00421
AL,1950-1954,Male,40,0.0061
AL,1950-1954,Male,45,0.00924
AL,1950-1954,Male,50,0.01498
AL,1950-1954,Male,55,0.02179
AL,1950-1954,Male,60,0.03088
AL,1950-1954,Male,65,0.04093
AL,1950-1954,Male,70,0.05568
AL,1950-1954,Male,75,0.08076
AL,1950-1954,Male,80,0.12783
AL,1950-1954,Male,85,0.17899
AL,1950-1954,Male,90,0.2414
AL,1950-1954,Male,95,0.31832
AL,1955-1959,Female,0,0.015425000000000001
AL,1955-1959,Female,5,5.4e-4
AL,1955-1959,Female,10,4.1e-4
AL,1955-1959,Female,15,7.1e-4
AL,1955-1959,Female,20,0.00109
AL,1955-1959,Female,25,0.00123
AL,1955-1959,Female,30,0.00188
AL,1955-1959,Female,35,0.00266
AL,1955-1959,Female,40,0.00385
AL,1955-1959,Female,45,0.00532
AL,1955-1959,Female,50,0.00818
AL,1955-1959,Female,55,0.01185
AL,1955-1959,Female,60,0.01581
AL,1955-1959,Female,65,0.02706
AL,1955-1959,Female,70,0.0369
AL,1955-1959,Female,75,0.05915
AL,1955-1959,Female,80,0.0968
AL,1955-1959,Female,85,0.14002
AL,1955-1959,Female,90,0.19073
AL,1955-1959,Female,95,0.25578
AL,1955-1959,Male,0,0.019334999999999998
AL,1955-1959,Male,5,5.9e-4
AL,1955-1959,Male,10,7.4e-4
AL,1955-1959,Male,15,0.00169
AL,1955-1959,Male,20,0.00252
AL,1955-1959,Male,25,0.00255
AL,1955-1959,Male,30,0.00295
AL,1955-1959,Male,35,0.00411
AL,1955-1959,Male,40,0.00595
AL,1955-1959,Male,45,0.00856
AL,1955-1959,Male,50,0.01362
AL,1955-1959,Male,55,0.02043
AL,1955-1959,Male,60,0.02879
AL,1955-1959,Male,65,0.04293
AL,1955-1959,Male,70,0.05637
AL,1955-1959,Male,75,0.08142
AL,1955-1959,Male,80,0.12482
AL,1955-1959,Male,85,0.17457
AL,1955-1959,Male,90,0.23647
AL,1955-1959,Male,95,0.31143
AL,1960-1964,Female,0,0.015
AL,1960-1964,Female,5,5e-4
AL,1960-1964,Female,10,4.1e-4
AL,1960-1964,Female,15,6.8e-4
AL,1960-1964,Female,20,9.6e-4
AL,1960-1964,Female,25,0.00129
AL,1960-1964,Female,30,0.00169
AL,1960-1964,Female,35,0.00255
AL,1960-1964,Female,40,0.00366
AL,1960-1964,Female,45,0.00514
AL,1960-1964,Female,50,0.00746
AL,1960-1964,Female,55,0.01033
AL,1960-1964,Female,60,0.01675
AL,1960-1964,Female,65,0.02402
AL,1960-1964,Female,70,0.03716
AL,1960-1964,Female,75,0.0582
AL,1960-1964,Female,80,0.09795
AL,1960-1964,Female,85,0.14449
AL,1960-1964,Female,90,0.20056
AL,1960-1964,Female,95,0.27265
AL,1960-1964,Male,0,0.018545000000000002
AL,1960-1964,Male,5,6.1e-4
AL,1960-1964,Male,10,6.8e-4
AL,1960-1964,Male,15,0.00167
AL,1960-1964,Male,20,0.00229
AL,1960-1964,Male,25,0.00257
AL,1960-1964,Male,30,0.00302
AL,1960-1964,Male,35,0.00402
AL,1960-1964,Male,40,0.00603
AL,1960-1964,Male,45,0.0091
AL,1960-1964,Male,50,0.01382
AL,1960-1964,Male,55,0.02013
AL,1960-1964,Male,60,0.02984
AL,1960-1964,Male,65,0.04399
AL,1960-1964,Male,70,0.06131
AL,1960-1964,Male,75,0.08139
AL,1960-1964,Male,80,0.12913
AL,1960-1964,Male,85,0.18428
AL,1960-1964,Male,90,0.24037
AL,1960-1964,Male,95,0.31385
AL,1965-1969,Female,0,0.012885
AL,1965-1969,Female,5,4.7e-4
AL,1965-1969,Female,10,3.9e-4
AL,1965-1969,Female,15,7.4e-4
AL,1965-1969,Female,20,8.9e-4
AL,1965-1969,Female,25,0.00114
AL,1965-1969,Female,30,0.00168
AL,1965-1969,Female,35,0.00233
AL,1965-1969,Female,40,0.00367
AL,1965-1969,Female,45,0.0049
AL,1965-1969,Female,50,0.007
AL,1965-1969,Female,55,0.00974
AL,1965-1969,Female,60,0.01413
AL,1965-1969,Female,65,0.02389
AL,1965-1969,Female,70,0.03501
AL,1965-1969,Female,75,0.05719
AL,1965-1969,Female,80,0.0914
AL,1965-1969,Female,85,0.13941
AL,1965-1969,Female,90,0.20062
AL,1965-1969,Female,95,0.27935
AL,1965-1969,Male,0,0.01677
AL,1965-1969,Male,5,6.5e-4
AL,1965-1969,Male,10,6.4e-4
AL,1965-1969,Male,15,0.00201
AL,1965-1969,Male,20,0.00262
AL,1965-1969,Male,25,0.00266
AL,1965-1969,Male,30,0.00299
AL,1965-1969,Male,35,0.00431
AL,1965-1969,Male,40,0.00652
AL,1965-1969,Male,45,0.00925
AL,1965-1969,Male,50,0.0144
AL,1965-1969,Male,55,0.02119
AL,1965-1969,Male,60,0.0293
AL,1965-1969,Male,65,0.04507
AL,1965-1969,Male,70,0.062
AL,1965-1969,Male,75,0.08973
AL,1965-1969,Male,80,0.12606
AL,1965-1969,Male,85,0.17897
AL,1965-1969,Male,90,0.24355
AL,1965-1969,Male,95,0.32188
AL,1970-1974,Female,0,0.01082
AL,1970-1974,Female,5,4.1e-4
AL,1970-1974,Female,10,3.4e-4
