state,county,gender,age,deaths,pop
California,"Sutter County, CA",Male,50,13,2829
California,"Sutter County, CA",Male,55,25,3074
California,"Sutter County, CA",Male,60,50,2863
California,"Sutter County, CA",Male,65,47,2435
California,"Sutter County, CA",Male,70,64,2022
California,"Sutter County, CA",Male,75,52,1252
California,"Sutter County, CA",Male,80,68,858
California,"Sutter County, CA",Male,85,58,788
California,"Tehama County, CA",Female,0,0,1886
California,"Tehama County, CA",Female,5,0,2200
California,"Tehama County, CA",Female,10,0,2258
California,"Tehama County, CA",Female,15,0,2000
California,"Tehama County, CA",Female,20,0,1733
California,"Tehama County, CA",Female,25,0,1874
California,"Tehama County, CA",Female,30,0,1968
California,"Tehama County, CA",Female,35,0,1928
California,"Tehama County, CA",Female,40,0,1842
California,"Tehama County, CA",Female,45,0,1657
California,"Tehama County, CA",Female,50,14,1830
California,"Tehama County, CA",Female,55,21,2326
California,"Tehama County, CA",Female,60,34,2383
California,"Tehama County, CA",Female,65,30,2102
California,"Tehama County, CA",Female,70,49,1888
California,"Tehama County, CA",Female,75,55,1268
California,"Tehama County, CA",Female,80,66,886
California,"Tehama County, CA",Female,85,44,808
California,"Tehama County, CA",Male,0,0,1920
California,"Tehama County, CA",Male,5,0,2196
California,"Tehama County, CA",Male,10,0,2493
California,"Tehama County, CA",Male,15,0,2237
California,"Tehama County, CA",Male,20,0,1724
California,"Tehama County, CA",Male,25,10,1965
California,"Tehama County, CA",Male,30,0,2005
California,"Tehama County, CA",Male,35,0,2037
California,"Tehama County, CA",Male,40,0,1860
California,"Tehama County, CA",Male,45,14,1764
California,"Tehama County, CA",Male,50,19,1876
California,"Tehama County, CA",Male,55,29,2143
California,"Tehama County, CA",Male,60,29,2267
California,"Tehama County, CA",Male,65,47,1938
California,"Tehama County, CA",Male,70,66,1754
California,"Tehama County, CA",Male,75,53,1111
California,"Tehama County, CA",Male,80,59,748
California,"Tehama County, CA",Male,85,63,571
California,"Trinity County, CA",Female,0,0,364
California,"Trinity County, CA",Female,5,0,371
California,"Trinity County, CA",Female,10,0,387
California,"Trinity County, CA",Female,15,0,342
California,"Trinity County, CA",Female,20,0,286
California,"Trinity County, CA",Female,25,0,332
California,"Trinity County, CA",Female,30,0,368
California,"Trinity County, CA",Female,35,0,385
California,"Trinity County, CA",Female,40,0,434
California,"Trinity County, CA",Female,45,0,420
California,"Trinity County, CA",Female,50,0,415
California,"Trinity County, CA",Female,55,0,588
California,"Trinity County, CA",Female,60,0,774
California,"Trinity County, CA",Female,65,0,831
California,"Trinity County, CA",Female,70,0,660
California,"Trinity County, CA",Female,75,10,366
California,"Trinity County, CA",Female,80,11,258
California,"Trinity County, CA",Female,85,13,188
California,"Trinity County, CA",Male,0,0,357
California,"Trinity County, CA",Male,5,0,427
California,"Trinity County, CA",Male,10,0,442
California,"Trinity County, CA",Male,15,0,429
California,"Trinity County, CA",Male,20,0,281
California,"Trinity County, CA",Male,25,0,349
California,"Trinity County, CA",Male,30,0,334
California,"Trinity County, CA",Male,35,0,447
California,"Trinity County, CA",Male,40,0,456
California,"Trinity County, CA",Male,45,0,450
California,"Trinity County, CA",Male,50,0,511
California,"Trinity County, CA",Male,55,0,621
California,"Trinity County, CA",Male,60,12,722
California,"Trinity County, CA",Male,65,13,857
California,"Trinity County, CA",Male,70,16,710
California,"Trinity County, CA",Male,75,16,465
California,"Trinity County, CA",Male,80,0,262
California,"Trinity County, CA",Male,85,0,193
California,"Tulare County, CA",Female,0,15,17127
California,"Tulare County, CA",Female,5,0,19480
California,"Tulare County, CA",Female,10,0,21292
California,"Tulare County, CA",Female,15,0,19359
California,"Tulare County, CA",Female,20,10,16688
California,"Tulare County, CA",Female,25,11,16808
California,"Tulare County, CA",Female,30,15,16416
California,"Tulare County, CA",Female,35,19,16005
California,"Tulare County, CA",Female,40,31,14894
California,"Tulare County, CA",Female,45,41,13085
California,"Tulare County, CA",Female,50,54,12689
California,"Tulare County, CA",Female,55,76,12411
California,"Tulare County, CA",Female,60,121,11660
California,"Tulare County, CA",Female,65,139,9854
California,"Tulare County, CA",Female,70,188,8017
California,"Tulare County, CA",Female,75,224,5428
California,"Tulare County, CA",Female,80,219,3570
California,"Tulare County, CA",Female,85,232,3399
California,"Tulare County, CA",Male,0,14,17675
California,"Tulare County, CA",Male,5,0,20452
California,"Tulare County, CA",Male,10,0,22230
California,"Tulare County, CA",Male,15,10,20189
California,"Tulare County, CA",Male,20,25,17010
California,"Tulare County, CA",Male,25,42,16962
California,"Tulare County, CA",Male,30,41,17107
California,"Tulare County, CA",Male,35,61,16378
California,"Tulare County, CA",Male,40,59,15389
California,"Tulare County, CA",Male,45,76,13374
California,"Tulare County, CA",Male,50,104,13036
California,"Tulare County, CA",Male,55,116,12358
California,"Tulare County, CA",Male,60,173,11316
California,"Tulare County, CA",Male,65,211,9103
California,"Tulare County, CA",Male,70,229,7138
California,"Tulare County, CA",Male,75,219,4507
California,"Tulare County, CA",Male,80,204,2737
California,"Tulare County, CA",Male,85,188,2033
California,"Tuolumne County, CA",Female,0,0,1172
California,"Tuolumne County, CA",Female,5,0,1351
California,"Tuolumne County, CA",Female,10,0,1387
California,"Tuolumne County, CA",Female,15,0,1275
California,"Tuolumne County, CA",Female,20,0,1117
California,"Tuolumne County, CA",Female,25,0,1285
California,"Tuolumne County, CA",Female,30,0,1495
California,"Tuolumne County, CA",Female,35,0,1468
California,"Tuolumne County, CA",Female,40,0,1405
California,"Tuolumne County, CA",Female,45,0,1200
California,"Tuolumne County, CA",Female,50,0,1479
California,"Tuolumne County, CA",Female,55,13,1832
California,"Tuolumne County, CA",Female,60,23,2367
California,"Tuolumne County, CA",Female,65,29,2501
California,"Tuolumne County, CA",Female,70,38,2161
California,"Tuolumne County, CA",Female,75,39,1441
California,"Tuolumne County, CA",Female,80,39,948
California,"Tuolumne County, CA",Female,85,49,853
California,"Tuolumne County, CA",Male,0,0,1218
California,"Tuolumne County, CA",Male,5,0,1278
California,"Tuolumne County, CA",Male,10,0,1426
California,"Tuolumne County, CA",Male,15,0,1354
California,"Tuolumne County, CA",Male,20,0,1369
California,"Tuolumne County, CA",Male,25,0,1742
California,"Tuolumne County, CA",Male,30,0,1910
California,"Tuolumne County, CA",Male,35,0,1824
California,"Tuolumne County, CA",Male,40,0,1769
California,"Tuolumne County, CA",Male,45,0,1543
California,"Tuolumne County, CA",Male,50,12,1612
California,"Tuolumne County, CA",Male,55,28,1781
California,"Tuolumne County, CA",Male,60,33,2243
California,"Tuolumne County, CA",Male,65,53,2387
California,"Tuolumne County, CA",Male,70,75,2134
California,"Tuolumne County, CA",Male,75,72,1404
California,"Tuolumne County, CA",Male,80,54,807
California,"Tuolumne County, CA",Male,85,55,593
California,"Ventura County, CA",Female,0,16,21854
California,"Ventura County, CA",Female,5,0,24868
California,"Ventura County, CA",Female,10,0,27395
California,"Ventura County, CA",Female,15,0,27178
California,"Ventura County, CA",Female,20,0,25976
California,"Ventura County, CA",Female,25,0,27488
California,"Ventura County, CA",Female,30,34,27279
California,"Ventura County, CA",Female,35,22,26699
California,"Ventura County, CA",Female,40,24,26157
California,"Ventura County, CA",Female,45,47,25787
California,"Ventura County, CA",Female,50,67,27899
California,"Ventura County, CA",Female,55,101,28547
California,"Ventura County, CA",Female,60,166,28094
California,"Ventura County, CA",Female,65,205,23775
California,"Ventura County, CA",Female,70,256,20025
California,"Ventura County, CA",Female,75,385,13697
California,"Ventura County, CA",Female,80,478,9123
California,"Ventura County, CA",Female,85,563,9911
California,"Ventura County, CA",Male,0,16,22576
California,"Ventura County, CA",Male,5,0,26186
California,"Ventura County, CA",Male,10,0,28377
California,"Ventura County, CA",Male,15,13,28257
California,"Ventura County, CA",Male,20,30,26728
California,"Ventura County, CA",Male,25,51,28677
California,"Ventura County, CA",Male,30,67,28719
California,"Ventura County, CA",Male,35,60,28236
California,"Ventura County, CA",Male,40,85,26641
California,"Ventura County, CA",Male,45,81,25320
California,"Ventura County, CA",Male,50,124,28112
California,"Ventura County, CA",Male,55,185,28346
California,"Ventura County, CA",Male,60,271,27202
California,"Ventura County, CA",Male,65,321,22256
California,"Ventura County, CA",Male,70,341,17761
California,"Ventura County, CA",Male,75,429,11387
California,"Ventura County, CA",Male,80,441,6909
California,"Ventura County, CA",Male,85,419,6029
California,"Yolo County, CA",Female,0,0,5316
California,"Yolo County, CA",Female,5,0,6232
California,"Yolo County, CA",Female,10,0,6461
California,"Yolo County, CA",Female,15,0,8747
California,"Yolo County, CA",Female,20,0,15355
California,"Yolo County, CA",Female,25,0,7747
California,"Yolo County, CA",Female,30,0,6834
California,"Yolo County, CA",Female,35,0,6771
California,"Yolo County, CA",Female,40,12,6601
California,"Yolo County, CA",Female,45,15,5706
California,"Yolo County, CA",Female,50,11,5867
California,"Yolo County, CA",Female,55,25,5738
California,"Yolo County, CA",Female,60,37,5683
California,"Yolo County, CA",Female,65,59,5123
California,"Yolo County, CA",Female,70,72,4304
California,"Yolo County, CA",Female,75,83,2771
California,"Yolo County, CA",Female,80,99,1822
California,"Yolo County, CA",Female,85,109,2036
California,"Yolo County, CA",Male,0,0,5522
California,"Yolo County, CA",Male,5,0,6268
California,"Yolo County, CA",Male,10,0,6707
California,"Yolo County, CA",Male,15,0,8270
California,"Yolo County, CA",Male,20,0,13604
California,"Yolo County, CA",Male,25,11,7735
California,"Yolo County, CA",Male,30,18,7188
California,"Yolo County, CA",Male,35,11,6862
California,"Yolo County, CA",Male,40,16,6567
California,"Yolo County, CA",Male,45,32,5777
California,"Yolo County, CA",Male,50,26,5765
California,"Yolo County, CA",Male,55,46,5584
California,"Yolo County, CA",Male,60,72,5278
California,"Yolo County, CA",Male,65,63,4450
California,"Yolo County, CA",Male,70,83,3623
California,"Yolo County, CA",Male,75,102,2232
California,"Yolo County, CA",Male,80,96,1380
California,"Yolo County, CA",Male,85,100,1215
California,"Yuba County, CA",Female,0,0,2959
California,"Yuba County, CA",Female,5,0,3178
California,"Yuba County, CA",Female,10,0,3155
California,"Yuba County, CA",Female,15,0,2603
California,"Yuba County, CA",Female,20,0,2510
California,"Yuba County, CA",Female,25,0,2994
California,"Yuba County, CA",Female,30,0,3305
California,"Yuba County, CA",Female,35,0,2914
California,"Yuba County, CA",Female,40,0,2655
California,"Yuba County, CA",Female,45,0,2117
California,"Yuba County, CA",Female,50,0,2144
California,"Yuba County, CA",Female,55,18,2246
California,"Yuba County, CA",Female,60,38,2268
California,"Yuba County, CA",Female,65,28,2025
California,"Yuba County, CA",Female,70,34,1582
California,"Yuba County, CA",Female,75,39,975
California,"Yuba County, CA",Female,80,31,629
California,"Yuba County, CA",Female,85,45,507
California,"Yuba County, CA",Male,0,0,3140
California,"Yuba County, CA",Male,5,0,3384
California,"Yuba County, CA",Male,10,0,3240
California,"Yuba County, CA",Male,15,0,2928
California,"Yuba County, CA",Male,20,0,3177
California,"Yuba County, CA",Male,25,0,3281
California,"Yuba County, CA",Male,30,0,3316
California,"Yuba County, CA",Male,35,0,3151
California,"Yuba County, CA",Male,40,13,2682
California,"Yuba County, CA",Male,45,15,2107
California,"Yuba County, CA",Male,50,21,2206
California,"Yuba County, CA",Male,55,40,2393
California,"Yuba County, CA",Male,60,46,2237
California,"Yuba County, CA",Male,65,56,1939
California,"Yuba County, CA",Male,70,51,1520
California,"Yuba County, CA",Male,75,40,841
California,"Yuba County, CA",Male,80,39,515
California,"Yuba County, CA",Male,85,42,404
