state,county,gender,age,deaths,pop
California,"Alameda County, CA",Female,0,24,42926
California,"Alameda County, CA",Female,5,0,44868
California,"Alameda County, CA",Female,10,0,46124
California,"Alameda County, CA",Female,15,14,45468
California,"Alameda County, CA",Female,20,10,43966
California,"Alameda County, CA",Female,25,29,57705
California,"Alameda County, CA",Female,30,36,71279
California,"Alameda County, CA",Female,35,55,67697
California,"Alameda County, CA",Female,40,71,60492
California,"Alameda County, CA",Female,45,101,55245
California,"Alameda County, CA",Female,50,116,53622
California,"Alameda County, CA",Female,55,181,52402
California,"Alameda County, CA",Female,60,273,49230
California,"Alameda County, CA",Female,65,401,42685
California,"Alameda County, CA",Female,70,497,36023
California,"Alameda County, CA",Female,75,554,23490
California,"Alameda County, CA",Female,80,700,15656
California,"Alameda County, CA",Female,85,807,18774
California,"Alameda County, CA",Male,0,32,44549
California,"Alameda County, CA",Male,5,0,47440
California,"Alameda County, CA",Male,10,0,48486
California,"Alameda County, CA",Male,15,26,47081
California,"Alameda County, CA",Male,20,63,44015
California,"Alameda County, CA",Male,25,77,58123
California,"Alameda County, CA",Male,30,99,72148
California,"Alameda County, CA",Male,35,139,70270
California,"Alameda County, CA",Male,40,143,62319
California,"Alameda County, CA",Male,45,155,56373
California,"Alameda County, CA",Male,50,231,55483
California,"Alameda County, CA",Male,55,319,52496
California,"Alameda County, CA",Male,60,482,47879
California,"Alameda County, CA",Male,65,549,38781
California,"Alameda County, CA",Male,70,668,30186
California,"Alameda County, CA",Male,75,714,18693
California,"Alameda County, CA",Male,80,696,11529
California,"Alameda County, CA",Male,85,648,10544
California,"Alpine County, CA",Female,0,0,28
California,"Alpine County, CA",Female,5,0,23
California,"Alpine County, CA",Female,10,0,33
California,"Alpine County, CA",Female,15,0,35
California,"Alpine County, CA",Female,20,0,21
California,"Alpine County, CA",Female,25,0,37
California,"Alpine County, CA",Female,30,0,21
California,"Alpine County, CA",Female,35,0,32
California,"Alpine County, CA",Female,40,0,23
California,"Alpine County, CA",Female,45,0,38
California,"Alpine County, CA",Female,50,0,39
California,"Alpine County, CA",Female,55,0,35
California,"Alpine County, CA",Female,60,0,53
California,"Alpine County, CA",Female,65,0,47
California,"Alpine County, CA",Female,70,0,51
California,"Alpine County, CA",Female,75,0,24
California,"Alpine County, CA",Female,80,0,8
California,"Alpine County, CA",Female,85,0,16
California,"Alpine County, CA",Male,0,0,23
California,"Alpine County, CA",Male,5,0,19
California,"Alpine County, CA",Male,10,0,33
California,"Alpine County, CA",Male,15,0,50
California,"Alpine County, CA",Male,20,0,26
California,"Alpine County, CA",Male,25,0,39
California,"Alpine County, CA",Male,30,0,41
California,"Alpine County, CA",Male,35,0,31
California,"Alpine County, CA",Male,40,0,30
California,"Alpine County, CA",Male,45,0,38
California,"Alpine County, CA",Male,50,0,46
California,"Alpine County, CA",Male,55,0,54
California,"Alpine County, CA",Male,60,0,65
California,"Alpine County, CA",Male,65,0,70
California,"Alpine County, CA",Male,70,0,52
California,"Alpine County, CA",Male,75,0,27
California,"Alpine County, CA",Male,80,0,9
California,"Alpine County, CA",Male,85,0,12
California,"Amador County, CA",Female,0,0,795
California,"Amador County, CA",Female,5,0,842
California,"Amador County, CA",Female,10,0,866
California,"Amador County, CA",Female,15,0,831
California,"Amador County, CA",Female,20,0,679
California,"Amador County, CA",Female,25,0,854
California,"Amador County, CA",Female,30,0,1007
California,"Amador County, CA",Female,35,0,988
California,"Amador County, CA",Female,40,0,905
California,"Amador County, CA",Female,45,0,875
California,"Amador County, CA",Female,50,0,1101
California,"Amador County, CA",Female,55,0,1427
California,"Amador County, CA",Female,60,17,1718
California,"Amador County, CA",Female,65,24,1803
California,"Amador County, CA",Female,70,28,1765
California,"Amador County, CA",Female,75,36,1100
California,"Amador County, CA",Female,80,31,638
California,"Amador County, CA",Female,85,31,582
California,"Amador County, CA",Male,0,0,848
California,"Amador County, CA",Male,5,0,934
California,"Amador County, CA",Male,10,0,910
California,"Amador County, CA",Male,15,0,947
California,"Amador County, CA",Male,20,0,876
California,"Amador County, CA",Male,25,0,1250
California,"Amador County, CA",Male,30,0,1492
California,"Amador County, CA",Male,35,0,1546
California,"Amador County, CA",Male,40,0,1740
California,"Amador County, CA",Male,45,0,1541
California,"Amador County, CA",Male,50,10,1539
California,"Amador County, CA",Male,55,19,1617
California,"Amador County, CA",Male,60,31,1764
California,"Amador County, CA",Male,65,27,1759
California,"Amador County, CA",Male,70,52,1595
California,"Amador County, CA",Male,75,50,1065
California,"Amador County, CA",Male,80,45,595
California,"Amador County, CA",Male,85,30,434
California,"Butte County, CA",Female,0,0,5372
California,"Butte County, CA",Female,5,0,5733
California,"Butte County, CA",Female,10,0,5949
California,"Butte County, CA",Female,15,0,6559
California,"Butte County, CA",Female,20,0,11226
California,"Butte County, CA",Female,25,0,6808
California,"Butte County, CA",Female,30,0,6325
California,"Butte County, CA",Female,35,0,6218
California,"Butte County, CA",Female,40,14,5775
California,"Butte County, CA",Female,45,19,5127
California,"Butte County, CA",Female,50,28,5456
California,"Butte County, CA",Female,55,42,6080
California,"Butte County, CA",Female,60,64,6573
California,"Butte County, CA",Female,65,74,6437
California,"Butte County, CA",Female,70,139,5585
California,"Butte County, CA",Female,75,146,3536
California,"Butte County, CA",Female,80,149,2278
California,"Butte County, CA",Female,85,172,2601
California,"Butte County, CA",Male,0,0,5641
California,"Butte County, CA",Male,5,0,6109
California,"Butte County, CA",Male,10,0,6337
California,"Butte County, CA",Male,15,0,6535
California,"Butte County, CA",Male,20,12,11464
California,"Butte County, CA",Male,25,14,7292
California,"Butte County, CA",Male,30,22,6863
California,"Butte County, CA",Male,35,20,6479
California,"Butte County, CA",Male,40,28,6243
California,"Butte County, CA",Male,45,31,5266
California,"Butte County, CA",Male,50,34,5530
California,"Butte County, CA",Male,55,77,5605
California,"Butte County, CA",Male,60,132,6203
California,"Butte County, CA",Male,65,150,5810
California,"Butte County, CA",Male,70,167,5110
California,"Butte County, CA",Male,75,170,3002
California,"Butte County, CA",Male,80,148,1773
California,"Butte County, CA",Male,85,130,1436
California,"Calaveras County, CA",Female,0,0,965
California,"Calaveras County, CA",Female,5,0,1046
California,"Calaveras County, CA",Female,10,0,1146
California,"Calaveras County, CA",Female,15,0,1040
California,"Calaveras County, CA",Female,20,0,878
California,"Calaveras County, CA",Female,25,0,1029
California,"Calaveras County, CA",Female,30,0,1218
California,"Calaveras County, CA",Female,35,0,1209
California,"Calaveras County, CA",Female,40,0,1155
California,"Calaveras County, CA",Female,45,0,1037
California,"Calaveras County, CA",Female,50,0,1470
California,"Calaveras County, CA",Female,55,10,1784
California,"Calaveras County, CA",Female,60,13,2261
California,"Calaveras County, CA",Female,65,21,2242
California,"Calaveras County, CA",Female,70,37,1917
California,"Calaveras County, CA",Female,75,36,1252
California,"Calaveras County, CA",Female,80,41,753
California,"Calaveras County, CA",Female,85,38,669
California,"Calaveras County, CA",Male,0,0,1118
California,"Calaveras County, CA",Male,5,0,1133
California,"Calaveras County, CA",Male,10,0,1132
California,"Calaveras County, CA",Male,15,0,1170
California,"Calaveras County, CA",Male,20,0,967
California,"Calaveras County, CA",Male,25,0,1100
California,"Calaveras County, CA",Male,30,0,1174
California,"Calaveras County, CA",Male,35,0,1327
California,"Calaveras County, CA",Male,40,0,1273
California,"Calaveras County, CA",Male,45,0,1139
California,"Calaveras County, CA",Male,50,15,1396
California,"Calaveras County, CA",Male,55,19,1712
California,"Calaveras County, CA",Male,60,36,2126
California,"Calaveras County, CA",Male,65,37,2010
California,"Calaveras County, CA",Male,70,53,1922
California,"Calaveras County, CA",Male,75,47,1252
California,"Calaveras County, CA",Male,80,32,719
California,"Calaveras County, CA",Male,85,43,508
California,"Colusa County, CA",Female,0,0,698
California,"Colusa County, CA",Female,5,0,812
California,"Colusa County, CA",Female,10,0,851
California,"Colusa County, CA",Female,15,0,779
California,"Colusa County, CA",Female,20,0,696
California,"Colusa County, CA",Female,25,0,721
California,"Colusa County, CA",Female,30,0,642
California,"Colusa County, CA",Female,35,0,764
California,"Colusa County, CA",Female,40,0,661
California,"Colusa County, CA",Female,45,0,605
California,"Colusa County, CA",Female,50,0,626
California,"Colusa County, CA",Female,55,0,575
California,"Colusa County, CA",Female,60,0,634
California,"Colusa County, CA",Female,65,0,534
California,"Colusa County, CA",Female,70,0,457
California,"Colusa County, CA",Female,75,0,297
California,"Colusa County, CA",Female,80,12,196
California,"Colusa County, CA",Female,85,19,191
California,"Colusa County, CA",Male,0,0,733
California,"Colusa County, CA",Male,5,0,813
California,"Colusa County, CA",Male,10,0,946
California,"Colusa County, CA",Male,15,0,883
California,"Colusa County, CA",Male,20,0,692
California,"Colusa County, CA",Male,25,0,713
California,"Colusa County, CA",Male,30,0,770
California,"Colusa County, CA",Male,35,0,769
California,"Colusa County, CA",Male,40,0,673
California,"Colusa County, CA",Male,45,0,598
California,"Colusa County, CA",Male,50,0,652
California,"Colusa County, CA",Male,55,0,644
California,"Colusa County, CA",Male,60,0,662
California,"Colusa County, CA",Male,65,15,566
California,"Colusa County, CA",Male,70,13,453
California,"Colusa County, CA",Male,75,10,290
California,"Colusa County, CA",Male,80,15,189
California,"Colusa County, CA",Male,85,0,134
California,"Contra Costa County, CA",Female,0,16,30508
California,"Contra Costa County, CA",Female,5,0,34471
California,"Contra Costa County, CA",Female,10,0,37951
California,"Contra Costa County, CA",Female,15,11,36851
California,"Contra Costa County, CA",Female,20,10,32293
California,"Contra Costa County, CA",Female,25,21,33752
California,"Contra Costa County, CA",Female,30,28,37962
California,"Contra Costa County, CA",Female,35,39,41247
California,"Contra Costa County, CA",Female,40,57,41240
California,"Contra Costa County, CA",Female,45,46,39434
California,"Contra Costa County, CA",Female,50,96,40451
California,"Contra Costa County, CA",Female,55,164,40420
California,"Contra Costa County, CA",Female,60,219,37687
California,"Contra Costa County, CA",Female,65,292,33103
California,"Contra Costa County, CA",Female,70,383,28567
California,"Contra Costa County, CA",Female,75,503,19583
California,"Contra Costa County, CA",Female,80,573,12375
California,"Contra Costa County, CA",Female,85,652,13551
California,"Contra Costa County, CA",Male,0,19,31723
California,"Contra Costa County, CA",Male,5,0,35744
California,"Contra Costa County, CA",Male,10,0,39476
California,"Contra Costa County, CA",Male,15,24,38568
California,"Contra Costa County, CA",Male,20,28,33284
California,"Contra Costa County, CA",Male,25,61,34665
California,"Contra Costa County, CA",Male,30,80,37628
California,"Contra Costa County, CA",Male,35,81,40697
California,"Contra Costa County, CA",Male,40,114,40304
California,"Contra Costa County, CA",Male,45,111,38320
California,"Contra Costa County, CA",Male,50,152,40247
California,"Contra Costa County, CA",Male,55,230,39530
California,"Contra Costa County, CA",Male,60,322,35974
California,"Contra Costa County, CA",Male,65,433,29430
California,"Contra Costa County, CA",Male,70,481,23893
California,"Contra Costa County, CA",Male,75,592,15549
California,"Contra Costa County, CA",Male,80,589,9533
California,"Contra Costa County, CA",Male,85,568,7930
California,"Del Norte County, CA",Female,0,0,676
California,"Del Norte County, CA",Female,5,0,815
California,"Del Norte County, CA",Female,10,0,857
California,"Del Norte County, CA",Female,15,0,691
California,"Del Norte County, CA",Female,20,0,605
California,"Del Norte County, CA",Female,25,0,662
California,"Del Norte County, CA",Female,30,0,708
California,"Del Norte County, CA",Female,35,0,815
California,"Del Norte County, CA",Female,40,0,770
California,"Del Norte County, CA",Female,45,0,650
California,"Del Norte County, CA",Female,50,0,681
California,"Del Norte County, CA",Female,55,0,900
California,"Del Norte County, CA",Female,60,11,1027
California,"Del Norte County, CA",Female,65,15,984
California,"Del Norte County, CA",Female,70,24,762
California,"Del Norte County, CA",Female,75,19,474
California,"Del Norte County, CA",Female,80,19,317
California,"Del Norte County, CA",Female,85,13,308
California,"Del Norte County, CA",Male,0,0,728
California,"Del Norte County, CA",Male,5,0,854
California,"Del Norte County, CA",Male,10,0,903
California,"Del Norte County, CA",Male,15,0,796
California,"Del Norte County, CA",Male,20,0,861
California,"Del Norte County, CA",Male,25,0,1096
California,"Del Norte County, CA",Male,30,0,1204
California,"Del Norte County, CA",Male,35,0,1252
California,"Del Norte County, CA",Male,40,0,1089
California,"Del Norte County, CA",Male,45,0,863
California,"Del Norte County, CA",Male,50,0,818
California,"Del Norte County, CA",Male,55,18,894
California,"Del Norte County, CA",Male,60,16,975
California,"Del Norte County, CA",Male,65,25,908
California,"Del Norte County, CA",Male,70,32,781
California,"Del Norte County, CA",Male,75,32,415
California,"Del Norte County, CA",Male,80,19,251
California,"Del Norte County, CA",Male,85,25,194
California,"El Dorado County, CA",Female,0,0,4247
California,"El Dorado County, CA",Female,5,0,5016
California,"El Dorado County, CA",Female,10,0,5733
California,"El Dorado County, CA",Female,15,0,5431
California,"El Dorado County, CA",Female,20,0,4463
California,"El Dorado County, CA",Female,25,0,4485
California,"El Dorado County, CA",Female,30,0,5200
California,"El Dorado County, CA",Female,35,0,5845
California,"El Dorado County, CA",Female,40,0,5922
California,"El Dorado County, CA",Female,45,11,5422
California,"El Dorado County, CA",Female,50,21,6430
California,"El Dorado County, CA",Female,55,16,7477
California,"El Dorado County, CA",Female,60,43,8485
California,"El Dorado County, CA",Female,65,57,7585
California,"El Dorado County, CA",Female,70,79,6322
California,"El Dorado County, CA",Female,75,96,3994
California,"El Dorado County, CA",Female,80,98,2365
California,"El Dorado County, CA",Female,85,116,2396
California,"El Dorado County, CA",Male,0,0,4426
California,"El Dorado County, CA",Male,5,0,5255
California,"El Dorado County, CA",Male,10,0,5998
California,"El Dorado County, CA",Male,15,0,5832
California,"El Dorado County, CA",Male,20,0,4661
California,"El Dorado County, CA",Male,25,0,4845
California,"El Dorado County, CA",Male,30,17,5334
California,"El Dorado County, CA",Male,35,18,5963
California,"El Dorado County, CA",Male,40,17,6022
California,"El Dorado County, CA",Male,45,19,5638
California,"El Dorado County, CA",Male,50,35,6417
California,"El Dorado County, CA",Male,55,49,7338
California,"El Dorado County, CA",Male,60,72,8046
California,"El Dorado County, CA",Male,65,107,7334
California,"El Dorado County, CA",Male,70,126,6204
California,"El Dorado County, CA",Male,75,139,3717
California,"El Dorado County, CA",Male,80,147,2163
California,"El Dorado County, CA",Male,85,128,1693
California,"Fresno County, CA",Female,0,25,35025
California,"Fresno County, CA",Female,5,0,39276
California,"Fresno County, CA",Female,10,0,41067
California,"Fresno County, CA",Female,15,16,37083
California,"Fresno County, CA",Female,20,24,33937
California,"Fresno County, CA",Female,25,25,36776
California,"Fresno County, CA",Female,30,49,37876
California,"Fresno County, CA",Female,35,49,34462
California,"Fresno County, CA",Female,40,73,31466
California,"Fresno County, CA",Female,45,93,27593
California,"Fresno County, CA",Female,50,113,27135
California,"Fresno County, CA",Female,55,143,27269
California,"Fresno County, CA",Female,60,280,26031
California,"Fresno County, CA",Female,65,324,22448
California,"Fresno County, CA",Female,70,398,18651
California,"Fresno County, CA",Female,75,447,12338
California,"Fresno County, CA",Female,80,489,8248
California,"Fresno County, CA",Female,85,488,8753
California,"Fresno County, CA",Male,0,41,36408
California,"Fresno County, CA",Male,5,0,41125
California,"Fresno County, CA",Male,10,0,43049
California,"Fresno County, CA",Male,15,31,38978
California,"Fresno County, CA",Male,20,53,34885
California,"Fresno County, CA",Male,25,81,38206
California,"Fresno County, CA",Male,30,92,39465
California,"Fresno County, CA",Male,35,118,36413
California,"Fresno County, CA",Male,40,126,32442
California,"Fresno County, CA",Male,45,140,28553
California,"Fresno County, CA",Male,50,184,27787
California,"Fresno County, CA",Male,55,309,27031
California,"Fresno County, CA",Male,60,417,25063
California,"Fresno County, CA",Male,65,468,20453
California,"Fresno County, CA",Male,70,524,16415
California,"Fresno County, CA",Male,75,515,10222
California,"Fresno County, CA",Male,80,505,6072
California,"Fresno County, CA",Male,85,491,5102
California,"Glenn County, CA",Female,0,0,914
California,"Glenn County, CA",Female,5,0,1010
California,"Glenn County, CA",Female,10,0,1108
California,"Glenn County, CA",Female,15,0,998
California,"Glenn County, CA",Female,20,0,884
California,"Glenn County, CA",Female,25,0,869
California,"Glenn County, CA",Female,30,0,901
California,"Glenn County, CA",Female,35,0,870
California,"Glenn County, CA",Female,40,0,804
California,"Glenn County, CA",Female,45,0,754
California,"Glenn County, CA",Female,50,0,752
California,"Glenn County, CA",Female,55,0,867
California,"Glenn County, CA",Female,60,0,880
California,"Glenn County, CA",Female,65,0,801
California,"Glenn County, CA",Female,70,20,621
California,"Glenn County, CA",Female,75,18,434
California,"Glenn County, CA",Female,80,20,321
California,"Glenn County, CA",Female,85,15,279
California,"Glenn County, CA",Male,0,0,985
California,"Glenn County, CA",Male,5,0,1150
California,"Glenn County, CA",Male,10,0,1200
California,"Glenn County, CA",Male,15,0,1072
California,"Glenn County, CA",Male,20,0,935
California,"Glenn County, CA",Male,25,0,914
California,"Glenn County, CA",Male,30,0,949
California,"Glenn County, CA",Male,35,0,925
California,"Glenn County, CA",Male,40,0,869
California,"Glenn County, CA",Male,45,0,753
California,"Glenn County, CA",Male,50,0,788
California,"Glenn County, CA",Male,55,10,880
California,"Glenn County, CA",Male,60,17,901
California,"Glenn County, CA",Male,65,19,822
California,"Glenn County, CA",Male,70,19,629
California,"Glenn County, CA",Male,75,26,427
California,"Glenn County, CA",Male,80,24,273
California,"Glenn County, CA",Male,85,18,179
California,"Humboldt County, CA",Female,0,0,3235
California,"Humboldt County, CA",Female,5,0,3529
California,"Humboldt County, CA",Female,10,0,3723
California,"Humboldt County, CA",Female,15,0,3947
California,"Humboldt County, CA",Female,20,0,6188
California,"Humboldt County, CA",Female,25,0,4487
California,"Humboldt County, CA",Female,30,0,4241
California,"Humboldt County, CA",Female,35,0,4389
California,"Humboldt County, CA",Female,40,10,4464
California,"Humboldt County, CA",Female,45,12,3648
California,"Humboldt County, CA",Female,50,20,3437
California,"Humboldt County, CA",Female,55,37,3930
California,"Humboldt County, CA",Female,60,59,4715
California,"Humboldt County, CA",Female,65,65,4781
California,"Humboldt County, CA",Female,70,96,4102
California,"Humboldt County, CA",Female,75,76,2284
California,"Humboldt County, CA",Female,80,76,1390
California,"Humboldt County, CA",Female,85,107,1519
California,"Humboldt County, CA",Male,0,0,3322
California,"Humboldt County, CA",Male,5,0,3749
California,"Humboldt County, CA",Male,10,0,3773
California,"Humboldt County, CA",Male,15,0,4114
California,"Humboldt County, CA",Male,20,0,5893
California,"Humboldt County, CA",Male,25,17,4553
California,"Humboldt County, CA",Male,30,20,4279
California,"Humboldt County, CA",Male,35,23,4508
California,"Humboldt County, CA",Male,40,26,4760
California,"Humboldt County, CA",Male,45,26,4096
California,"Humboldt County, CA",Male,50,36,3799
California,"Humboldt County, CA",Male,55,54,3738
California,"Humboldt County, CA",Male,60,76,4273
California,"Humboldt County, CA",Male,65,93,4213
California,"Humboldt County, CA",Male,70,126,3784
California,"Humboldt County, CA",Male,75,125,2027
California,"Humboldt County, CA",Male,80,94,1156
California,"Humboldt County, CA",Male,85,80,851
California,"Imperial County, CA",Female,0,0,6386
California,"Imperial County, CA",Female,5,0,7427
California,"Imperial County, CA",Female,10,0,7166
California,"Imperial County, CA",Female,15,0,6747
California,"Imperial County, CA",Female,20,0,5642
California,"Imperial County, CA",Female,25,0,5843
California,"Imperial County, CA",Female,30,0,5754
California,"Imperial County, CA",Female,35,0,5427
California,"Imperial County, CA",Female,40,0,4889
California,"Imperial County, CA",Female,45,12,4670
California,"Imperial County, CA",Female,50,12,4825
California,"Imperial County, CA",Female,55,35,4797
California,"Imperial County, CA",Female,60,31,4571
California,"Imperial County, CA",Female,65,58,4130
California,"Imperial County, CA",Female,70,71,3358
California,"Imperial County, CA",Female,75,76,2349
California,"Imperial County, CA",Female,80,94,1661
California,"Imperial County, CA",Female,85,112,1714
California,"Imperial County, CA",Male,0,0,6427
California,"Imperial County, CA",Male,5,0,7638
California,"Imperial County, CA",Male,10,0,7478
California,"Imperial County, CA",Male,15,0,7012
California,"Imperial County, CA",Male,20,0,6822
California,"Imperial County, CA",Male,25,20,7133
California,"Imperial County, CA",Male,30,18,7408
California,"Imperial County, CA",Male,35,16,6650
California,"Imperial County, CA",Male,40,28,5746
California,"Imperial County, CA",Male,45,22,4845
California,"Imperial County, CA",Male,50,39,4851
California,"Imperial County, CA",Male,55,62,4534
California,"Imperial County, CA",Male,60,73,4366
California,"Imperial County, CA",Male,65,90,3700
California,"Imperial County, CA",Male,70,102,2906
California,"Imperial County, CA",Male,75,80,1877
California,"Imperial County, CA",Male,80,84,1251
California,"Imperial County, CA",Male,85,86,1138
California,"Inyo County, CA",Female,0,0,490
California,"Inyo County, CA",Female,5,0,565
California,"Inyo County, CA",Female,10,0,545
California,"Inyo County, CA",Female,15,0,469
California,"Inyo County, CA",Female,20,0,391
California,"Inyo County, CA",Female,25,0,484
California,"Inyo County, CA",Female,30,0,529
California,"Inyo County, CA",Female,35,0,642
California,"Inyo County, CA",Female,40,0,508
California,"Inyo County, CA",Female,45,0,471
California,"Inyo County, CA",Female,50,0,509
California,"Inyo County, CA",Female,55,0,623
California,"Inyo County, CA",Female,60,0,773
California,"Inyo County, CA",Female,65,0,750
California,"Inyo County, CA",Female,70,13,577
California,"Inyo County, CA",Female,75,0,419
California,"Inyo County, CA",Female,80,13,274
California,"Inyo County, CA",Female,85,14,328
California,"Inyo County, CA",Male,0,0,473
California,"Inyo County, CA",Male,5,0,560
California,"Inyo County, CA",Male,10,0,586
California,"Inyo County, CA",Male,15,0,571
California,"Inyo County, CA",Male,20,0,443
California,"Inyo County, CA",Male,25,0,452
California,"Inyo County, CA",Male,30,0,537
California,"Inyo County, CA",Male,35,0,681
California,"Inyo County, CA",Male,40,0,605
California,"Inyo County, CA",Male,45,0,526
California,"Inyo County, CA",Male,50,0,522
California,"Inyo County, CA",Male,55,0,626
California,"Inyo County, CA",Male,60,12,765
California,"Inyo County, CA",Male,65,16,731
California,"Inyo County, CA",Male,70,19,611
California,"Inyo County, CA",Male,75,21,397
California,"Inyo County, CA",Male,80,15,262
California,"Inyo County, CA",Male,85,23,229
California,"Kern County, CA",Female,0,42,32041
California,"Kern County, CA",Female,5,0,36073
California,"Kern County, CA",Female,10,0,38627
California,"Kern County, CA",Female,15,15,34458
California,"Kern County, CA",Female,20,26,29970
California,"Kern County, CA",Female,25,28,32989
California,"Kern County, CA",Female,30,40,33077
California,"Kern County, CA",Female,35,57,30308
California,"Kern County, CA",Female,40,66,27242
California,"Kern County, CA",Female,45,90,24576
California,"Kern County, CA",Female,50,121,24322
California,"Kern County, CA",Female,55,183,24309
California,"Kern County, CA",Female,60,255,23256
California,"Kern County, CA",Female,65,347,18989
California,"Kern County, CA",Female,70,407,15055
California,"Kern County, CA",Female,75,396,10009
California,"Kern County, CA",Female,80,409,6385
California,"Kern County, CA",Female,85,415,5908
California,"Kern County, CA",Male,0,49,33456
California,"Kern County, CA",Male,5,0,37734
California,"Kern County, CA",Male,10,0,40044
California,"Kern County, CA",Male,15,39,36161
California,"Kern County, CA",Male,20,72,33410
California,"Kern County, CA",Male,25,94,36306
California,"Kern County, CA",Male,30,121,36653
California,"Kern County, CA",Male,35,118,33844
California,"Kern County, CA",Male,40,142,29957
California,"Kern County, CA",Male,45,158,26084
California,"Kern County, CA",Male,50,205,24812
California,"Kern County, CA",Male,55,296,24270
California,"Kern County, CA",Male,60,412,23323
California,"Kern County, CA",Male,65,490,18444
California,"Kern County, CA",Male,70,497,13468
California,"Kern County, CA",Male,75,479,8406
California,"Kern County, CA",Male,80,438,5163
California,"Kern County, CA",Male,85,310,3580
California,"Kings County, CA",Female,0,0,5545
California,"Kings County, CA",Female,5,0,5677
California,"Kings County, CA",Female,10,0,6010
California,"Kings County, CA",Female,15,0,5105
California,"Kings County, CA",Female,20,0,5042
California,"Kings County, CA",Female,25,0,5288
California,"Kings County, CA",Female,30,0,5190
California,"Kings County, CA",Female,35,0,4793
California,"Kings County, CA",Female,40,15,4103
California,"Kings County, CA",Female,45,0,3544
California,"Kings County, CA",Female,50,17,3255
California,"Kings County, CA",Female,55,23,3543
California,"Kings County, CA",Female,60,23,3221
California,"Kings County, CA",Female,65,60,2601
California,"Kings County, CA",Female,70,52,2263
California,"Kings County, CA",Female,75,63,1510
California,"Kings County, CA",Female,80,63,1093
California,"Kings County, CA",Female,85,81,1017
California,"Kings County, CA",Male,0,0,5602
California,"Kings County, CA",Male,5,0,5882
California,"Kings County, CA",Male,10,0,6190
California,"Kings County, CA",Male,15,0,5523
California,"Kings County, CA",Male,20,11,7005
California,"Kings County, CA",Male,25,15,7434
California,"Kings County, CA",Male,30,10,7357
California,"Kings County, CA",Male,35,11,7152
California,"Kings County, CA",Male,40,12,6186
California,"Kings County, CA",Male,45,17,5447
California,"Kings County, CA",Male,50,30,4765
California,"Kings County, CA",Male,55,37,4109
California,"Kings County, CA",Male,60,51,3574
California,"Kings County, CA",Male,65,72,2867
California,"Kings County, CA",Male,70,68,2022
California,"Kings County, CA",Male,75,72,1324
California,"Kings County, CA",Male,80,72,839
California,"Kings County, CA",Male,85,37,697
California,"Lake County, CA",Female,0,0,1970
California,"Lake County, CA",Female,5,0,2122
California,"Lake County, CA",Female,10,0,2102
California,"Lake County, CA",Female,15,0,1782
California,"Lake County, CA",Female,20,0,1503
California,"Lake County, CA",Female,25,0,1685
California,"Lake County, CA",Female,30,0,2050
California,"Lake County, CA",Female,35,0,1973
California,"Lake County, CA",Female,40,0,1866
California,"Lake County, CA",Female,45,10,1711
California,"Lake County, CA",Female,50,13,2091
California,"Lake County, CA",Female,55,20,2448
California,"Lake County, CA",Female,60,38,2794
California,"Lake County, CA",Female,65,49,2713
California,"Lake County, CA",Female,70,73,2250
California,"Lake County, CA",Female,75,64,1515
California,"Lake County, CA",Female,80,54,904
California,"Lake County, CA",Female,85,57,815
California,"Lake County, CA",Male,0,0,2037
California,"Lake County, CA",Male,5,0,2112
California,"Lake County, CA",Male,10,0,2193
California,"Lake County, CA",Male,15,0,1963
California,"Lake County, CA",Male,20,0,1632
California,"Lake County, CA",Male,25,12,1815
California,"Lake County, CA",Male,30,0,2101
California,"Lake County, CA",Male,35,11,2129
California,"Lake County, CA",Male,40,16,1944
California,"Lake County, CA",Male,45,0,1700
California,"Lake County, CA",Male,50,16,1925
California,"Lake County, CA",Male,55,32,2314
California,"Lake County, CA",Male,60,68,2663
California,"Lake County, CA",Male,65,68,2494
California,"Lake County, CA",Male,70,85,2424
California,"Lake County, CA",Male,75,84,1458
California,"Lake County, CA",Male,80,62,815
California,"Lake County, CA",Male,85,41,632
California,"Lassen County, CA",Female,0,0,734
California,"Lassen County, CA",Female,5,0,816
California,"Lassen County, CA",Female,10,0,804
California,"Lassen County, CA",Female,15,0,651
California,"Lassen County, CA",Female,20,0,544
California,"Lassen County, CA",Female,25,0,750
California,"Lassen County, CA",Female,30,0,778
California,"Lassen County, CA",Female,35,0,737
California,"Lassen County, CA",Female,40,0,650
California,"Lassen County, CA",Female,45,0,640
California,"Lassen County, CA",Female,50,0,693
California,"Lassen County, CA",Female,55,12,769
California,"Lassen County, CA",Female,60,13,836
California,"Lassen County, CA",Female,65,16,837
California,"Lassen County, CA",Female,70,14,722
California,"Lassen County, CA",Female,75,21,429
California,"Lassen County, CA",Female,80,11,273
California,"Lassen County, CA",Female,85,21,286
California,"Lassen County, CA",Male,0,0,799
California,"Lassen County, CA",Male,5,0,837
California,"Lassen County, CA",Male,10,0,785
California,"Lassen County, CA",Male,15,0,841
California,"Lassen County, CA",Male,20,0,1750
California,"Lassen County, CA",Male,25,0,2298
California,"Lassen County, CA",Male,30,0,2211
California,"Lassen County, CA",Male,35,0,1914
California,"Lassen County, CA",Male,40,0,1556
California,"Lassen County, CA",Male,45,0,1435
California,"Lassen County, CA",Male,50,11,1129
California,"Lassen County, CA",Male,55,17,983
California,"Lassen County, CA",Male,60,17,941
California,"Lassen County, CA",Male,65,17,819
