state,age,n_mig,pop,rate
florida,18,245,5360,0.0457089552238806
florida,19,273,5318,0.051335088379089885
florida,20,155,4508,0.03438331854480923
florida,21,172,4326,0.03975959315765141
florida,22,164,4292,0.03821062441752097
florida,23,200,4112,0.048638132295719845
florida,24,171,4292,0.03984156570363467
florida,25,165,4216,0.03913662239089184
florida,26,184,4288,0.04291044776119403
florida,27,126,4352,0.028952205882352942
florida,28,158,4458,0.0354419021982952
florida,29,168,4654,0.036097980232058444
florida,30,139,4870,0.028542094455852155
florida,31,146,4808,0.03036605657237937
florida,32,153,5026,0.030441703143653003
florida,33,142,4968,0.0285829307568438
florida,34,161,4866,0.03308672420879573
florida,35,167,4812,0.034704904405652534
florida,36,139,4952,0.02806946688206785
florida,37,134,5172,0.025908739365815933
florida,38,122,4962,0.024586860137041516
florida,39,113,4806,0.023512276321265086
florida,40,92,5138,0.017905799922148698
florida,41,132,5042,0.026180087266957558
florida,42,122,5042,0.024196747322491077
florida,43,99,4702,0.021054870267971076
florida,44,91,4660,0.019527896995708154
florida,45,99,4938,0.020048602673147023
florida,46,90,4538,0.01983252534156016
florida,47,108,4772,0.022632020117351215
florida,48,82,4782,0.017147636971978252
florida,49,85,4950,0.01717171717171717
florida,50,84,5316,0.01580135440180587
florida,51,84,5738,0.0146392471244336
florida,52,115,5684,0.02023223082336383
florida,53,99,5610,0.01764705882352941
florida,54,101,5582,0.018093873163740594
florida,55,108,5830,0.018524871355060035
florida,56,94,5854,0.016057396651861976
florida,57,136,6472,0.021013597033374538
florida,58,122,6516,0.0187231430325353
florida,59,124,6744,0.018386714116251483
florida,60,140,6806,0.020570085218924478
florida,61,129,6924,0.018630849220103985
florida,62,153,7062,0.021665250637213255
florida,63,141,6930,0.020346320346320345
florida,64,163,7118,0.02289969092441697
florida,65,166,7056,0.02352607709750567
florida,66,152,6914,0.02198437951981487
florida,67,128,6534,0.019589837771655953
florida,68,129,6898,0.01870107277471731
florida,69,118,6746,0.01749184702045657
florida,70,109,6498,0.016774392120652508
florida,71,109,6262,0.01740657936761418
florida,72,94,6240,0.015064102564102564
florida,73,98,6058,0.01617695609111918
florida,74,79,6234,0.012672441450112287
florida,75,94,6420,0.014641744548286604
florida,76,59,4916,0.012001627339300243
florida,77,62,4546,0.013638363396392433
florida,78,55,4300,0.012790697674418604
florida,79,55,4398,0.01250568440200091
florida,80,50,3886,0.012866700977869275
georgia,1,52,2012,0.02584493041749503
georgia,2,46,2058,0.022351797862001945
georgia,3,39,2144,0.018190298507462687
georgia,4,43,2110,0.02037914691943128
georgia,5,49,2286,0.021434820647419073
georgia,6,53,2316,0.022884283246977548
georgia,7,46,2428,0.018945634266886325
georgia,8,29,2362,0.012277730736663843
georgia,9,34,2432,0.013980263157894737
georgia,10,37,2464,0.015016233766233766
georgia,11,34,2418,0.014061207609594707
georgia,12,29,2550,0.011372549019607842
georgia,13,36,2738,0.013148283418553688
georgia,14,32,2786,0.01148600143575018
georgia,15,27,2798,0.00964974982130093
georgia,16,31,2598,0.01193225558121632
georgia,17,16,2710,0.005904059040590406
georgia,18,131,2990,0.04381270903010034
georgia,19,100,2742,0.03646973012399708
georgia,20,132,2916,0.04526748971193416
georgia,21,109,2850,0.03824561403508772
georgia,22,119,2532,0.046998420221169034
georgia,23,126,2514,0.050119331742243436
georgia,24,116,2498,0.04643714971977582
georgia,25,99,2540,0.03897637795275591
georgia,26,105,2520,0.041666666666666664
georgia,27,96,2654,0.03617181612660136
georgia,28,93,2668,0.034857571214392806
georgia,29,85,2622,0.03241800152555301
georgia,30,78,2736,0.02850877192982456
georgia,31,80,2670,0.0299625468164794
georgia,32,83,2704,0.03069526627218935
georgia,33,80,2664,0.03003003003003003
georgia,34,63,2446,0.025756336876533115
georgia,35,82,2670,0.030711610486891385
georgia,36,59,2718,0.021707137601177335
georgia,37,52,2588,0.02009273570324575
georgia,38,44,2538,0.017336485421591805
georgia,39,51,2620,0.019465648854961833
georgia,40,50,2750,0.01818181818181818
georgia,41,48,2732,0.017569546120058566
georgia,42,36,2770,0.012996389891696752
georgia,43,46,2648,0.017371601208459216
georgia,44,26,2558,0.010164190774042221
georgia,45,39,2688,0.014508928571428572
georgia,46,32,2510,0.012749003984063745
georgia,47,28,2822,0.009922041105598866
georgia,48,22,2554,0.008613938919342208
georgia,49,23,2588,0.008887171561051005
georgia,50,30,2944,0.010190217391304348
georgia,51,31,3134,0.009891512444160817
georgia,52,27,3030,0.00891089108910891
georgia,53,31,2750,0.011272727272727273
georgia,54,29,2792,0.010386819484240688
georgia,55,33,2682,0.012304250559284116
georgia,56,18,2960,0.006081081081081081
georgia,57,32,2972,0.010767160161507403
georgia,58,34,3410,0.00997067448680352
georgia,59,36,3288,0.010948905109489052
georgia,60,31,3082,0.010058403634003893
georgia,61,24,3140,0.007643312101910828
georgia,62,32,3080,0.01038961038961039
georgia,63,23,3044,0.0075558475689881735
georgia,64,27,3112,0.008676092544987147
georgia,65,31,3198,0.00969355847404628
georgia,66,26,2948,0.008819538670284939
georgia,67,22,2808,0.007834757834757835
georgia,68,29,2810,0.010320284697508897
georgia,69,27,2696,0.010014836795252226
georgia,70,22,2646,0.008314436885865457
georgia,71,22,2726,0.008070432868672046
georgia,72,11,1210,0.00909090909090909
georgia,73,26,2442,0.010647010647010647
georgia,74,16,2250,0.0071111111111111115
georgia,75,20,2220,0.009009009009009009
georgia,76,8,1794,0.004459308807134894
georgia,77,17,1590,0.010691823899371069
georgia,78,22,1694,0.012987012987012988
georgia,79,11,1488,0.00739247311827957
georgia,80,13,1306,0.009954058192955589
hawaii,1,10,109,0.09174311926605505
hawaii,2,11,250,0.044
hawaii,3,16,288,0.05555555555555555
hawaii,4,13,272,0.04779411764705882
hawaii,5,7,139,0.050359712230215826
hawaii,6,10,324,0.030864197530864196
hawaii,7,12,346,0.03468208092485549
hawaii,8,3,264,0.011363636363636364
hawaii,9,8,304,0.02631578947368421
hawaii,10,11,316,0.03481012658227848
hawaii,11,4,184,0.021739130434782608
hawaii,12,8,318,0.025157232704402517
hawaii,13,4,170,0.023529411764705882
hawaii,14,10,360,0.027777777777777776
hawaii,15,4,294,0.013605442176870748
hawaii,16,6,320,0.01875
hawaii,17,6,330,0.01818181818181818
hawaii,18,17,330,0.051515151515151514
hawaii,19,21,190,0.11052631578947368
hawaii,20,28,344,0.08139534883720931
hawaii,21,23,382,0.060209424083769635
hawaii,22,31,396,0.07828282828282829
hawaii,23,14,330,0.04242424242424243
hawaii,24,27,336,0.08035714285714286
hawaii,25,22,336,0.06547619047619048
hawaii,26,18,330,0.05454545454545454
hawaii,27,21,382,0.0549738219895288
hawaii,28,18,328,0.054878048780487805
hawaii,29,12,324,0.037037037037037035
hawaii,30,20,382,0.05235602094240838
hawaii,31,27,390,0.06923076923076923
hawaii,32,19,360,0.05277777777777778
hawaii,33,13,174,0.07471264367816093
hawaii,34,8,164,0.04878048780487805
hawaii,35,13,374,0.034759358288770054
hawaii,36,13,358,0.036312849162011177
hawaii,37,8,340,0.023529411764705882
hawaii,38,9,350,0.025714285714285714
hawaii,39,6,169,0.03550295857988166
hawaii,40,5,382,0.013089005235602094
hawaii,41,8,342,0.023391812865497075
hawaii,42,3,358,0.008379888268156424
hawaii,43,4,368,0.010869565217391304
hawaii,44,6,366,0.01639344262295082
hawaii,45,3,164,0.018292682926829267
hawaii,46,7,364,0.019230769230769232
hawaii,47,4,324,0.012345679012345678
hawaii,48,6,352,0.017045454545454544
hawaii,49,5,346,0.014450867052023121
hawaii,50,1,173,0.005780346820809248
hawaii,51,4,374,0.0106951871657754
hawaii,52,3,378,0.007936507936507936
hawaii,53,5,360,0.013888888888888888
hawaii,54,4,374,0.0106951871657754
hawaii,55,5,192,0.026041666666666668
hawaii,56,4,368,0.010869565217391304
hawaii,57,11,454,0.024229074889867842
hawaii,58,4,370,0.010810810810810811
hawaii,59,1,188,0.005319148936170213
hawaii,60,5,456,0.010964912280701754
hawaii,61,1,197,0.005076142131979695
hawaii,62,6,452,0.01327433628318584
hawaii,63,4,434,0.009216589861751152
hawaii,64,2,211,0.009478672985781991
hawaii,65,4,231,0.017316017316017316
hawaii,66,1,232,0.004310344827586207
hawaii,67,4,450,0.008888888888888889
hawaii,68,4,206,0.019417475728155338
hawaii,69,5,430,0.011627906976744186
hawaii,70,3,440,0.006818181818181818
hawaii,71,2,181,0.011049723756906077
hawaii,72,2,181,0.011049723756906077
hawaii,73,1,190,0.005263157894736842
hawaii,74,1,184,0.005434782608695652
hawaii,75,4,368,0.010869565217391304
hawaii,76,1,162,0.006172839506172839
hawaii,77,1,129,0.007751937984496124
hawaii,78,2,242,0.008264462809917356
hawaii,79,2,113,0.017699115044247787
hawaii,80,1,106,0.009433962264150943
idaho,1,13,210,0.06190476190476191
idaho,2,13,442,0.029411764705882353
idaho,3,16,223,0.07174887892376682
idaho,4,7,229,0.03056768558951965
idaho,5,14,248,0.056451612903225805
idaho,6,9,258,0.03488372093023256
idaho,7,10,270,0.037037037037037035
idaho,8,6,526,0.011406844106463879
idaho,9,7,274,0.025547445255474453
idaho,10,6,284,0.02112676056338028
idaho,11,8,253,0.03162055335968379
idaho,12,6,570,0.010526315789473684
idaho,13,10,263,0.03802281368821293
idaho,14,12,296,0.04054054054054054
idaho,15,17,582,0.029209621993127148
idaho,16,9,598,0.015050167224080268
idaho,17,11,596,0.018456375838926176
idaho,18,32,584,0.0547945205479452
idaho,19,39,490,0.07959183673469387
idaho,20,16,466,0.034334763948497854
idaho,21,48,536,0.08955223880597014
idaho,22,15,446,0.033632286995515695
idaho,23,24,223,0.10762331838565023
idaho,24,23,245,0.09387755102040816
idaho,25,16,213,0.07511737089201878
idaho,26,13,464,0.028017241379310345
idaho,27,20,228,0.08771929824561403
idaho,28,10,468,0.021367521367521368
idaho,29,13,454,0.028634361233480177
idaho,30,14,436,0.03211009174311927
idaho,31,12,468,0.02564102564102564
idaho,32,14,464,0.03017241379310345
idaho,33,18,226,0.07964601769911504
idaho,34,17,480,0.035416666666666666
idaho,35,8,464,0.017241379310344827
idaho,36,12,446,0.026905829596412557
idaho,37,10,510,0.0196078431372549
idaho,38,13,440,0.029545454545454545
idaho,39,13,238,0.0546218487394958
idaho,40,11,275,0.04
idaho,41,16,277,0.05776173285198556
idaho,42,6,498,0.012048192771084338
idaho,43,8,544,0.014705882352941176
idaho,44,11,243,0.04526748971193416
idaho,45,8,237,0.03375527426160337
idaho,46,5,215,0.023255813953488372
idaho,47,12,410,0.02926829268292683
idaho,48,5,400,0.0125
idaho,49,7,212,0.0330188679245283
idaho,50,12,418,0.028708133971291867
idaho,51,4,484,0.008264462809917356
idaho,52,14,234,0.05982905982905983
idaho,53,10,215,0.046511627906976744
idaho,54,8,410,0.01951219512195122
idaho,55,7,204,0.03431372549019608
idaho,56,6,226,0.02654867256637168
idaho,57,7,446,0.01569506726457399
idaho,58,8,210,0.0380952380952381
idaho,59,4,236,0.01694915254237288
idaho,60,6,260,0.023076923076923078
idaho,61,10,526,0.019011406844106463
idaho,62,15,258,0.05813953488372093
idaho,63,5,229,0.021834061135371178
idaho,64,4,267,0.0149812734082397
idaho,65,8,277,0.02888086642599278
idaho,66,7,281,0.02491103202846975
idaho,67,9,285,0.031578947368421054
idaho,68,2,250,0.008
idaho,69,6,257,0.023346303501945526
idaho,70,7,494,0.01417004048582996
idaho,71,7,211,0.03317535545023697
idaho,72,5,216,0.023148148148148147
idaho,73,3,438,0.00684931506849315
idaho,74,6,199,0.03015075376884422
idaho,75,2,208,0.009615384615384616
idaho,76,3,151,0.019867549668874173
idaho,77,8,144,0.05555555555555555
idaho,78,2,154,0.012987012987012988
idaho,79,4,155,0.025806451612903226
idaho,80,5,126,0.03968253968253968
illinois,1,33,2440,0.013524590163934426
illinois,2,40,2458,0.01627339300244101
illinois,3,25,2438,0.010254306808859722
illinois,4,32,2702,0.011843079200592153
illinois,5,29,2748,0.010553129548762736
illinois,6,20,2770,0.007220216606498195
illinois,7,23,2742,0.008388037928519328
illinois,8,23,2938,0.007828454731109599
illinois,9,22,2724,0.008076358296622614
illinois,10,19,2806,0.0067712045616536
illinois,11,30,2942,0.010197144799456152
illinois,12,20,2848,0.007022471910112359
illinois,13,17,3106,0.005473277527366388
illinois,14,19,3200,0.0059375
illinois,15,15,3100,0.004838709677419355
illinois,16,15,3204,0.0046816479400749065
illinois,17,23,3104,0.007409793814432989
illinois,18,119,3234,0.0367965367965368
illinois,19,121,3030,0.03993399339933994
illinois,20,92,2818,0.032647267565649396
illinois,21,60,2646,0.022675736961451247
illinois,22,103,2704,0.03809171597633136
illinois,23,109,2872,0.03795264623955432
illinois,24,90,2742,0.03282275711159737
illinois,25,70,2746,0.025491624180626365
illinois,26,76,2848,0.026685393258426966
illinois,27,70,2894,0.024187975120939877
illinois,28,81,2988,0.02710843373493976
illinois,29,82,3006,0.027278775781769793
illinois,30,53,3154,0.016804058338617627
illinois,31,50,3060,0.016339869281045753
illinois,32,59,3260,0.018098159509202454
illinois,33,50,3232,0.01547029702970297
illinois,34,51,3068,0.016623207301173403
illinois,35,41,3190,0.012852664576802508
illinois,36,48,3130,0.015335463258785943
illinois,37,30,3316,0.009047044632086852
illinois,38,45,3286,0.013694461351186854
illinois,39,31,3230,0.009597523219814242
illinois,40,27,3194,0.008453350031308704
illinois,41,27,3110,0.008681672025723473
illinois,42,30,3320,0.009036144578313253
illinois,43,23,3070,0.00749185667752443
illinois,44,28,2908,0.009628610729023384
illinois,45,24,3018,0.007952286282306162
illinois,46,22,2862,0.007686932215234102
illinois,47,12,2824,0.00424929178470255
illinois,48,17,2886,0.00589050589050589
illinois,49,22,3052,0.007208387942332897
illinois,50,21,3184,0.006595477386934673
illinois,51,17,3178,0.005349276274386407
illinois,52,12,3418,0.003510825043885313
illinois,53,24,3128,0.0076726342710997444
illinois,54,19,3336,0.005695443645083933
illinois,55,13,3334,0.003899220155968806
illinois,56,18,3340,0.005389221556886228
illinois,57,19,3490,0.0054441260744985676
illinois,58,17,3704,0.00458963282937365
illinois,59,21,3854,0.005448884276076803
illinois,60,16,3682,0.0043454644215100485
illinois,61,18,3778,0.004764425622022234
illinois,62,21,3822,0.005494505494505495
illinois,63,23,3756,0.006123535676251331
illinois,64,13,3846,0.0033801352054082163
illinois,65,19,3910,0.004859335038363171
illinois,66,22,3714,0.0059235325794291865
illinois,67,19,3472,0.005472350230414746
illinois,68,9,3468,0.0025951557093425604
illinois,69,6,3176,0.001889168765743073
illinois,70,14,3268,0.004283965728274173
illinois,71,13,2944,0.004415760869565217
illinois,72,13,3008,0.004321808510638298
illinois,73,13,2750,0.0047272727272727275
illinois,74,12,2740,0.004379562043795621
illinois,75,9,1291,0.006971340046475601
illinois,76,5,2090,0.0023923444976076554
illinois,77,11,1944,0.00565843621399177
illinois,78,4,892,0.004484304932735426
illinois,79,6,1874,0.0032017075773745998
illinois,80,9,1716,0.005244755244755245
indiana,1,23,1372,0.016763848396501458
indiana,2,31,745,0.04161073825503356
indiana,3,17,1518,0.011198945981554678
indiana,4,22,1564,0.014066496163682864
indiana,5,19,1464,0.012978142076502733
indiana,6,14,1648,0.00849514563106796
indiana,7,23,1612,0.014267990074441687
indiana,8,16,1616,0.009900990099009901
indiana,9,13,1620,0.008024691358024692
indiana,10,15,812,0.01847290640394089
indiana,11,14,1676,0.008353221957040573
indiana,12,6,809,0.007416563658838072
indiana,13,11,1686,0.006524317912218268
indiana,14,11,856,0.012850467289719626
indiana,15,22,1666,0.013205282112845138
indiana,16,10,1894,0.005279831045406547
indiana,17,14,1706,0.008206330597889801
indiana,18,126,2092,0.06022944550669216
indiana,19,117,2138,0.05472404115996258
indiana,20,59,1964,0.03004073319755601
indiana,21,40,1802,0.022197558268590455
indiana,22,60,1762,0.0340522133938706
indiana,23,37,1412,0.026203966005665724
indiana,24,56,1532,0.03655352480417755
indiana,25,44,1524,0.028871391076115485
indiana,26,40,1520,0.02631578947368421
indiana,27,38,1602,0.02372034956304619
indiana,28,33,1516,0.021767810026385226
indiana,29,25,1686,0.01482799525504152
indiana,30,18,1722,0.010452961672473868
indiana,31,39,1642,0.023751522533495738
indiana,32,28,1740,0.016091954022988506
indiana,33,29,1606,0.01805728518057285
indiana,34,32,1654,0.019347037484885126
indiana,35,23,1610,0.014285714285714285
indiana,36,18,1768,0.010180995475113122
indiana,37,13,1648,0.007888349514563107
indiana,38,21,1650,0.012727272727272728
indiana,39,19,1542,0.01232166018158236
indiana,40,17,1736,0.009792626728110598
indiana,41,19,1586,0.01197982345523329
indiana,42,14,1616,0.008663366336633664
indiana,43,11,821,0.013398294762484775
indiana,44,17,1536,0.011067708333333334
indiana,45,6,754,0.007957559681697613
indiana,46,12,1378,0.008708272859216255
indiana,47,12,1448,0.008287292817679558
indiana,48,13,1560,0.008333333333333333
indiana,49,9,1562,0.005761843790012804
indiana,50,11,1692,0.0065011820330969266
indiana,51,10,1754,0.005701254275940707
indiana,52,17,1802,0.009433962264150943
indiana,53,15,825,0.01818181818181818
indiana,54,10,1688,0.005924170616113744
indiana,55,14,819,0.017094017094017096
indiana,56,10,1864,0.00536480686695279
indiana,57,19,1920,0.009895833333333333
indiana,58,5,1023,0.004887585532746823
indiana,59,14,1866,0.007502679528403001
indiana,60,16,2022,0.00791295746785361
indiana,61,15,1972,0.007606490872210953
indiana,62,11,2092,0.005258126195028681
indiana,63,11,2120,0.005188679245283019
indiana,64,11,2106,0.0052231718898385565
indiana,65,12,2036,0.005893909626719057
indiana,66,11,1888,0.005826271186440678
indiana,67,15,1938,0.007739938080495356
indiana,68,15,1892,0.007928118393234672
indiana,69,7,926,0.00755939524838013
indiana,70,11,1774,0.0062006764374295375
indiana,71,11,1750,0.006285714285714286
indiana,72,2,760,0.002631578947368421
indiana,73,6,1654,0.0036275695284159614
indiana,74,5,1388,0.0036023054755043226
indiana,75,6,779,0.007702182284980745
indiana,76,6,1068,0.0056179775280898875
indiana,77,2,508,0.003937007874015748
indiana,78,7,944,0.007415254237288136
indiana,79,10,1100,0.00909090909090909
indiana,80,7,880,0.007954545454545454
iowa,1,7,650,0.010769230769230769
iowa,2,8,346,0.023121387283236993
iowa,3,6,374,0.016042780748663103
iowa,4,8,714,0.011204481792717087
iowa,5,8,355,0.022535211267605635
iowa,6,4,367,0.010899182561307902
iowa,7,7,832,0.008413461538461538
iowa,8,6,814,0.007371007371007371
iowa,9,6,374,0.016042780748663103
iowa,10,7,366,0.01912568306010929
iowa,11,5,368,0.01358695652173913
iowa,12,8,762,0.010498687664041995
iowa,13,4,390,0.010256410256410256
iowa,14,7,403,0.017369727047146403
iowa,15,6,936,0.00641025641025641
iowa,16,9,452,0.01991150442477876
iowa,17,5,772,0.006476683937823834
iowa,18,100,986,0.10141987829614604
iowa,19,70,1014,0.06903353057199212
iowa,20,37,934,0.03961456102783726
iowa,21,27,824,0.032766990291262135
iowa,22,35,754,0.046419098143236075
iowa,23,26,636,0.040880503144654086
iowa,24,23,326,0.0705521472392638
iowa,25,12,318,0.03773584905660377
iowa,26,22,682,0.03225806451612903
iowa,27,24,758,0.0316622691292876
iowa,28,13,730,0.01780821917808219
iowa,29,13,766,0.016971279373368148
iowa,30,17,365,0.04657534246575343
iowa,31,13,802,0.016209476309226933
iowa,32,15,810,0.018518518518518517
iowa,33,19,762,0.024934383202099737
iowa,34,8,752,0.010638297872340425
iowa,35,11,732,0.015027322404371584
iowa,36,13,808,0.01608910891089109
iowa,37,11,764,0.014397905759162303
iowa,38,14,800,0.0175
iowa,39,10,772,0.012953367875647668
iowa,40,2,722,0.002770083102493075
iowa,41,8,385,0.02077922077922078
iowa,42,6,764,0.007853403141361256
iowa,43,3,374,0.008021390374331552
iowa,44,3,330,0.00909090909090909
iowa,45,10,672,0.01488095238095238
iowa,46,4,732,0.00546448087431694
iowa,47,3,360,0.008333333333333333
iowa,48,6,321,0.018691588785046728
iowa,49,8,582,0.013745704467353952
iowa,50,6,352,0.017045454545454544
iowa,51,4,357,0.011204481792717087
iowa,52,5,802,0.006234413965087282
iowa,53,3,389,0.007712082262210797
iowa,54,8,385,0.02077922077922078
iowa,55,9,810,0.011111111111111112
iowa,56,7,351,0.019943019943019943
iowa,57,8,808,0.009900990099009901
iowa,58,7,924,0.007575757575757576
iowa,59,8,524,0.015267175572519083
iowa,60,7,1066,0.006566604127579738
iowa,61,7,479,0.014613778705636743
iowa,62,5,1070,0.004672897196261682
iowa,63,10,538,0.01858736059479554
iowa,64,7,518,0.013513513513513514
iowa,65,5,485,0.010309278350515464
iowa,66,1,484,0.002066115702479339
iowa,67,6,483,0.012422360248447204
iowa,68,2,475,0.004210526315789474
iowa,69,2,918,0.002178649237472767
iowa,70,6,940,0.006382978723404255
iowa,71,3,872,0.0034403669724770644
iowa,72,5,730,0.00684931506849315
iowa,73,6,396,0.015151515151515152
iowa,74,2,790,0.002531645569620253
iowa,75,7,387,0.01808785529715762
iowa,76,2,301,0.006644518272425249
iowa,78,2,268,0.007462686567164179
iowa,79,8,510,0.01568627450980392
iowa,80,3,438,0.00684931506849315
kansas,1,25,568,0.04401408450704225
kansas,2,17,312,0.05448717948717949
kansas,3,19,610,0.03114754098360656
kansas,4,11,355,0.030985915492957747
kansas,5,14,666,0.021021021021021023
kansas,6,16,638,0.025078369905956112
kansas,7,12,362,0.03314917127071823
kansas,8,11,672,0.01636904761904762
kansas,9,10,366,0.0273224043715847
kansas,10,10,732,0.01366120218579235
kansas,11,9,370,0.024324324324324326
kansas,12,10,394,0.025380710659898477
kansas,13,14,746,0.01876675603217158
kansas,14,12,374,0.03208556149732621
kansas,15,6,788,0.007614213197969543
kansas,16,8,804,0.009950248756218905
kansas,17,9,818,0.011002444987775062
kansas,18,58,926,0.06263498920086392
kansas,19,53,958,0.055323590814196244
kansas,20,30,772,0.038860103626943004
kansas,21,22,728,0.03021978021978022
kansas,22,34,716,0.04748603351955307
kansas,23,31,656,0.04725609756097561
kansas,24,18,618,0.02912621359223301
kansas,25,23,632,0.03639240506329114
kansas,26,30,640,0.046875
kansas,27,19,632,0.030063291139240507
kansas,28,22,308,0.07142857142857142
kansas,29,16,652,0.024539877300613498
kansas,30,28,688,0.040697674418604654
kansas,31,15,644,0.023291925465838508
kansas,32,18,684,0.02631578947368421
kansas,33,16,738,0.02168021680216802
kansas,34,24,716,0.0335195530726257
kansas,35,22,732,0.030054644808743168
kansas,36,12,666,0.018018018018018018
kansas,37,18,834,0.02158273381294964
kansas,38,11,342,0.03216374269005848
kansas,39,15,792,0.01893939393939394
kansas,40,16,760,0.021052631578947368
kansas,41,11,321,0.03426791277258567
kansas,42,6,678,0.008849557522123894
kansas,43,9,618,0.014563106796116505
kansas,44,11,328,0.03353658536585366
kansas,45,6,602,0.009966777408637873
kansas,46,4,298,0.013422818791946308
kansas,47,8,274,0.029197080291970802
kansas,48,7,296,0.02364864864864865
kansas,49,3,287,0.010452961672473868
kansas,50,6,342,0.017543859649122806
kansas,51,7,650,0.010769230769230769
kansas,52,11,764,0.014397905759162303
kansas,53,1,304,0.003289473684210526
kansas,54,5,612,0.008169934640522876
kansas,55,6,319,0.018808777429467086
kansas,56,4,337,0.011869436201780416
kansas,57,6,796,0.007537688442211055
kansas,58,5,424,0.01179245283018868
kansas,59,2,409,0.004889975550122249
kansas,60,14,928,0.015086206896551725
kansas,61,10,932,0.01072961373390558
kansas,62,9,886,0.010158013544018058
kansas,63,6,846,0.0070921985815602835
kansas,64,4,856,0.004672897196261682
kansas,65,9,435,0.020689655172413793
kansas,66,7,970,0.007216494845360825
kansas,67,10,856,0.011682242990654205
kansas,68,7,824,0.00849514563106796
kansas,69,7,440,0.015909090909090907
kansas,70,5,678,0.007374631268436578
kansas,71,1,365,0.0027397260273972603
kansas,72,7,318,0.0220125786163522
kansas,73,5,672,0.00744047619047619
kansas,74,5,670,0.007462686567164179
kansas,75,3,340,0.008823529411764706
kansas,76,3,243,0.012345679012345678
kansas,77,2,197,0.01015228426395939
kansas,78,2,219,0.0091324200913242
kansas,79,3,224,0.013392857142857142
kansas,80,1,206,0.0048543689320388345
kentucky,1,20,796,0.02512562814070352
kentucky,2,17,456,0.03728070175438596
kentucky,3,20,1014,0.01972386587771203
kentucky,4,19,485,0.03917525773195876
kentucky,5,15,946,0.015856236786469344
kentucky,6,17,950,0.017894736842105262
kentucky,7,25,1162,0.021514629948364887
kentucky,8,5,527,0.009487666034155597
kentucky,9,12,1092,0.01098901098901099
kentucky,10,15,1044,0.014367816091954023
kentucky,11,7,498,0.014056224899598393
kentucky,12,10,1100,0.00909090909090909
kentucky,13,11,1160,0.009482758620689655
kentucky,14,7,576,0.012152777777777778
kentucky,15,9,581,0.01549053356282272
kentucky,16,10,589,0.01697792869269949
kentucky,17,7,1148,0.006097560975609756
kentucky,18,59,1276,0.04623824451410658
kentucky,19,56,1308,0.04281345565749235
kentucky,20,37,1222,0.030278232405891982
kentucky,21,41,1110,0.036936936936936934
kentucky,22,37,1012,0.036561264822134384
kentucky,23,39,910,0.04285714285714286
kentucky,24,30,974,0.030800821355236138
kentucky,25,25,992,0.025201612903225805
kentucky,26,30,1014,0.029585798816568046
kentucky,27,23,1024,0.0224609375
kentucky,28,29,1114,0.026032315978456014
kentucky,29,24,1004,0.02390438247011952
kentucky,30,19,1118,0.01699463327370304
kentucky,31,20,1108,0.018050541516245487
kentucky,32,14,1034,0.013539651837524178
kentucky,33,24,1140,0.021052631578947368
kentucky,34,13,1072,0.012126865671641791
kentucky,35,22,990,0.022222222222222223
kentucky,36,15,1014,0.014792899408284023
kentucky,37,23,1112,0.02068345323741007
kentucky,38,23,1106,0.020795660036166366
kentucky,39,11,1046,0.010516252390057362
kentucky,40,7,1110,0.006306306306306306
kentucky,41,19,1122,0.01693404634581105
kentucky,42,15,1108,0.013537906137184115
kentucky,43,21,1052,0.019961977186311788
kentucky,44,11,992,0.011088709677419355
kentucky,45,11,1072,0.010261194029850746
kentucky,46,7,1102,0.006352087114337568
kentucky,47,7,1006,0.006958250497017893
kentucky,48,17,1066,0.01594746716697936
kentucky,49,17,1066,0.01594746716697936
kentucky,50,10,1146,0.008726003490401396
kentucky,51,19,1240,0.01532258064516129
kentucky,52,9,598,0.015050167224080268
kentucky,53,14,557,0.025134649910233394
kentucky,54,8,1102,0.007259528130671506
kentucky,55,19,1180,0.016101694915254237
kentucky,56,6,1210,0.0049586776859504135
kentucky,57,10,1320,0.007575757575757576
kentucky,58,8,1324,0.006042296072507553
kentucky,59,5,1384,0.0036127167630057803
kentucky,60,7,745,0.009395973154362415
kentucky,61,7,1458,0.004801097393689987
kentucky,62,9,1470,0.006122448979591836
kentucky,63,13,711,0.01828410689170183
kentucky,64,11,1436,0.00766016713091922
kentucky,65,14,1384,0.010115606936416185
kentucky,66,9,1352,0.006656804733727811
kentucky,67,13,1328,0.009789156626506024
kentucky,68,13,1328,0.009789156626506024
kentucky,69,5,1120,0.004464285714285714
kentucky,70,14,1272,0.0110062893081761
kentucky,71,2,545,0.003669724770642202
kentucky,72,10,1126,0.008880994671403197
kentucky,73,10,1158,0.008635578583765112
kentucky,74,5,518,0.009652509652509652
kentucky,75,7,1026,0.00682261208576998
kentucky,76,5,762,0.006561679790026247
kentucky,77,4,360,0.011111111111111112
kentucky,78,8,738,0.01084010840108401
kentucky,79,4,362,0.011049723756906077
kentucky,80,2,302,0.006622516556291391
louisiana,1,13,890,0.014606741573033709
louisiana,2,12,854,0.01405152224824356
louisiana,3,12,870,0.013793103448275862
louisiana,4,6,422,0.014218009478672985
louisiana,5,10,954,0.010482180293501049
louisiana,6,8,902,0.008869179600886918
louisiana,7,7,1006,0.006958250497017893
louisiana,8,9,952,0.009453781512605041
louisiana,9,6,954,0.006289308176100629
louisiana,10,8,946,0.008456659619450317
